pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
5.72,69.6,26.2,295.2,2.68,0.22,KumluTinli,Papatya
6.52,70.2,29.4,294.2,3.24,0.18,KumluTinli,Visne
6.71,60.9,40.5,248.2,3.27,0.27,KumluTinli,Domates
7.67,68.9,35.2,243.5,2.54,0.49,AgirKilli,Susam
7.74,45.3,21.8,231.0,1.97,0.44,Killi,Arpa
6.58,67.9,24.9,199.2,2.58,0.3,KumluTinli,Kestane
5.82,53.2,28.1,290.4,2.85,0.18,Tinli,Nane
6.61,39.9,29.5,187.3,1.36,0.82,MilliTinli,Bugday
7.07,45.1,35.9,188.9,2.64,0.38,KilliTinli,Cay
7.08,60.7,35.2,199.6,2.21,0.11,KumluTinli,Ceviz
6.25,48.7,25.8,220.7,3.57,0.34,KilliTinli,Kayisi
6.27,56.5,22.0,181.2,2.06,0.11,Tinli,Kekik
7.11,109.7,43.2,317.8,2.66,0.3,MilliTinli,Marul
5.67,75.8,40.1,181.6,3.41,0.13,KilliTinli,Kusburnu
7.26,69.4,31.1,260.7,3.31,0.32,Tinli,YerFistigi
6.07,81.7,63.7,273.1,3.3,0.39,KumluTinli,Roka
5.91,40.0,26.1,201.2,2.45,0.19,KilliTinli,AntepFistigi
7.25,70.1,40.3,255.5,2.2,0.22,KilliTinli,Kayisi
7.07,55.5,33.7,217.3,2.31,0.11,KilliTinli,Nane
5.79,74.2,36.6,249.9,3.27,0.26,Tinli,Kekik
6.88,100.4,56.8,314.6,2.72,0.34,MilliTinli,Maydanoz
7.33,65.2,40.2,229.2,2.37,0.39,KumluTinli,Rezene
7.16,97.7,58.1,286.5,3.1,0.38,TinliKumlu,Lahana
6.25,51.5,23.1,258.1,3.74,0.35,KumluTinli,Rezene
7.13,87.8,59.2,325.6,2.83,0.3,KumluTinli,TazeSogan
6.14,41.5,35.9,224.6,2.32,0.35,KilliTinli,Mandalina
6.71,71.6,33.0,242.3,3.57,0.32,KumluTinli,Papatya
7.92,80.3,48.3,313.3,2.5,0.2,Killi,YerFistigi
6.85,65.9,32.0,223.9,3.32,0.31,KilliTinli,Kekik
7.3,58.1,28.1,295.9,3.18,0.31,KumluTinli,Ceviz
7.38,66.4,42.4,246.9,2.31,0.15,KilliTinli,OglanOtu
7.05,56.9,26.6,188.2,2.25,0.33,Tinli,Rezene
6.21,60.1,20.8,260.1,3.72,0.24,Tinli,Yonca
6.8,72.4,47.7,257.8,4.02,0.17,MilliTinli,Maydanoz
7.4,75.6,43.2,305.1,2.6,0.75,Tinli,Kenevir
6.15,40.2,20.4,212.7,3.66,0.17,KumluTinli,Muz
6.02,41.8,31.1,259.0,3.96,0.17,KilliTinli,Kusburnu
6.73,64.2,34.2,237.1,2.15,0.18,KilliTinli,Kusburnu
7.53,29.2,19.0,165.1,1.56,0.78,Tinli,Cavdar
7.18,77.9,48.6,352.1,2.62,0.42,MilliTinli,TazeSogan
6.79,42.7,36.3,229.7,3.32,0.29,KumluTinli,Incir
6.48,48.2,23.9,276.2,3.63,0.23,Tinli,Uzum
6.26,42.4,39.1,203.7,2.33,0.37,Tinli,MeyanKoku
6.91,44.7,27.2,184.0,2.28,0.68,MilliTinli,Misir
5.54,46.4,23.9,225.2,3.77,0.35,KilliTinli,Uzum
6.17,98.5,38.4,341.4,3.58,0.48,MilliTinli,Patlican
5.62,61.9,31.1,225.0,2.49,0.17,KumluTinli,Kekik
7.19,85.5,57.1,336.1,4.4,0.38,KumluTinli,Ispanak
6.25,57.5,40.8,281.0,2.54,0.34,KumluTinli,Salep
7.19,78.6,36.9,215.6,2.81,0.22,KumluTinli,Papatya
6.03,84.9,38.2,370.8,2.85,0.21,KumluTinli,Roka
6.03,50.3,26.7,182.1,3.44,0.38,KumluTinli,Lavanta
7.08,72.8,44.3,247.2,2.01,0.25,KumluTinli,Salep
6.29,62.5,38.9,290.8,2.07,0.29,KumluTinli,Papatya
7.3,78.3,22.8,228.0,2.49,0.4,KumluTinli,Biberiye
6.14,70.3,57.2,362.5,3.06,0.45,TinliKumlu,Prasa
6.9,64.2,41.9,290.0,2.86,0.28,MilliTinli,Ispanak
6.75,65.3,35.9,367.8,3.92,0.35,TinliKumlu,TazeSogan
6.28,65.2,22.4,225.1,2.53,0.38,KilliTinli,Visne
7.15,71.5,23.2,183.9,3.72,0.33,KumluTinli,Uzum
6.99,63.7,44.0,279.7,2.17,0.36,KilliTinli,Anason
6.05,99.5,56.7,263.6,2.98,0.22,TinliKumlu,Tere
6.59,30.5,24.7,225.2,1.74,0.82,Tinli,Burçak
5.67,57.2,37.2,264.6,3.31,0.29,KumluTinli,Limon
7.18,42.7,34.4,182.4,1.81,1.13,MilliTinli,Bugday
7.26,71.4,20.5,195.8,3.07,0.27,KilliTinli,Limon
6.75,65.2,48.0,335.5,3.18,0.34,MilliTinli,Maydanoz
6.75,90.0,37.5,301.3,2.6,0.35,TinliKumlu,Maydanoz
7.05,43.6,43.2,214.9,2.75,0.4,Tinli,OglanOtu
7.07,83.9,53.3,270.1,3.73,0.36,KumluTinli,Domates
6.4,95.1,46.9,301.5,2.9,0.22,TinliKumlu,TazeSogan
6.01,71.3,37.0,216.4,2.74,0.22,KilliTinli,Zeytin
7.09,44.6,27.5,275.7,3.69,0.29,Tinli,Nane
7.24,42.1,28.7,192.8,1.65,0.33,Killi,Bezelye
6.56,45.4,36.4,260.2,3.82,0.13,KilliTinli,Kiraz
6.73,81.7,42.5,334.7,3.07,0.42,TinliKumlu,Havuc
7.03,85.5,42.1,219.3,2.97,0.33,Tinli,Keten
6.51,32.2,20.1,211.5,1.73,0.97,Killi,Fiğ
6.76,34.0,15.6,176.4,1.43,0.31,Killi,Celtik
7.64,80.7,34.2,209.4,2.74,0.8,Killi,Pamuk
7.23,43.9,41.3,278.7,2.95,0.18,Tinli,Lavanta
5.9,60.5,26.4,227.7,2.66,0.11,KilliTinli,Lavanta
6.58,69.2,44.1,210.0,3.02,0.11,KilliTinli,Muz
7.1,28.9,29.7,198.1,1.57,0.32,Killi,Bugday
6.62,44.6,41.0,200.4,2.56,0.31,Tinli,Greyfurt
6.07,61.3,53.5,269.6,3.19,0.32,KumluTinli,Marul
6.52,45.7,16.6,227.2,2.28,1.1,Killi,Mercimek
7.55,31.7,21.3,235.0,2.1,0.3,Killi,Misir
7.22,45.8,32.7,168.5,2.12,0.63,Tinli,Bezelye
7.28,45.5,28.8,209.1,2.25,1.07,Tinli,Yulaf
6.17,100.0,35.2,342.3,3.95,0.11,TinliKumlu,Sarımsak
6.78,66.7,33.2,259.0,2.32,0.25,Tinli,Biberiye
7.07,48.5,15.9,175.5,1.92,1.05,Tinli,Cavdar
7.18,67.0,39.1,280.6,3.83,0.23,KumluTinli,SiloMisiri
6.7,67.3,58.3,281.8,4.21,0.18,KumluTinli,TazeSogan
6.91,34.1,29.7,191.9,1.7,0.45,Tinli,Fiğ
6.97,89.2,37.8,260.2,2.48,0.32,Killi,SekerPancari
6.46,88.7,50.0,317.8,3.87,0.3,MilliTinli,Prasa
5.93,70.0,36.1,197.7,3.32,0.13,Tinli,Cilek
7.18,46.2,15.4,195.4,1.57,1.09,MilliTinli,Bugday
6.26,66.3,43.5,245.1,4.44,0.13,MilliTinli,Marul
7.22,66.0,35.4,252.5,2.11,0.29,KumluTinli,Kestane
6.91,68.1,42.6,259.0,3.34,0.39,Killi,Keten
7.2,27.5,22.9,177.6,1.53,0.77,Killi,Fiğ
5.67,49.8,25.3,258.9,2.9,0.19,KumluTinli,Cay
6.83,67.5,62.3,326.8,1.92,0.16,KumluTinli,Karpuz
6.98,53.4,25.5,209.5,2.45,0.24,KumluTinli,OglanOtu
6.11,75.3,35.4,292.8,3.11,0.21,Tinli,Kiraz
6.86,92.8,41.8,332.0,4.02,0.49,KumluTinli,Kereviz
6.78,47.2,32.9,290.3,3.07,0.2,Tinli,Mandalina
7.64,29.9,24.5,225.8,1.45,0.41,MilliTinli,Fasulye
6.74,76.7,57.1,371.2,3.84,0.23,MilliTinli,Hiyar
6.2,97.3,48.6,337.3,3.89,0.29,MilliTinli,TazeSogan
7.36,51.0,30.4,194.8,1.72,0.98,MilliTinli,Fiğ
7.07,25.6,15.6,232.5,1.68,0.43,Killi,Mercimek
6.89,100.6,52.7,361.4,4.05,0.47,MilliTinli,Marul
6.07,102.1,62.6,335.5,2.8,0.43,TinliKumlu,Domates
7.0,89.4,38.1,246.4,2.53,0.58,AgirKilli,Kanola
6.73,50.1,20.8,194.0,2.05,0.34,Tinli,Cilek
7.75,60.8,49.0,247.5,3.3,0.61,Killi,Kenevir
6.55,100.6,57.5,329.7,4.38,0.43,KumluTinli,Patlican
6.69,75.0,41.7,190.3,3.22,0.22,KumluTinli,Kusburnu
6.19,67.0,37.2,294.6,3.62,0.15,MilliTinli,Tere
5.59,43.2,38.5,290.0,3.84,0.33,Tinli,Korunga
6.92,51.7,22.7,239.3,1.44,0.57,Tinli,Fasulye
6.7,77.4,27.2,207.2,2.86,0.39,KilliTinli,Erik
5.87,73.7,23.4,213.2,3.11,0.23,Tinli,Yonca
7.39,50.9,21.7,221.4,1.89,0.46,MilliTinli,Nohut
7.37,50.7,22.6,193.2,1.48,0.85,Tinli,Bezelye
6.14,59.6,29.3,201.0,2.03,0.23,KumluTinli,Kiraz
7.79,47.4,15.9,179.1,1.65,0.72,MilliTinli,Yulaf
6.75,50.0,34.5,182.2,1.78,0.74,MilliTinli,Misir
5.84,72.8,21.6,289.2,2.99,0.14,Tinli,AntepFistigi
7.86,56.1,47.9,290.3,3.14,0.6,Killi,Keten
7.35,30.4,32.1,239.7,2.16,0.96,MilliTinli,Arpa
5.52,48.6,22.0,185.9,2.29,0.19,Tinli,Cilek
5.71,69.2,41.0,232.5,2.65,0.27,KilliTinli,Erik
7.34,83.6,29.2,246.9,2.79,0.3,AgirKilli,Kanola
6.89,93.4,47.4,269.6,4.25,0.18,TinliKumlu,Maydanoz
7.71,50.4,29.7,213.0,2.09,1.05,Killi,Yulaf
6.86,66.3,42.3,343.1,2.84,0.14,TinliKumlu,Turp
6.65,52.5,30.7,184.4,1.27,0.92,MilliTinli,Fiğ
7.32,57.0,32.0,284.2,2.7,0.55,AgirKilli,Kanola
7.43,62.7,36.9,190.6,3.64,0.32,Tinli,Safran
6.49,46.5,33.6,212.8,3.78,0.27,KumluTinli,Kestane
7.44,49.3,38.2,184.4,3.54,0.28,KumluTinli,Armut
5.84,77.4,20.6,279.7,2.26,0.12,KumluTinli,AntepFistigi
7.32,52.8,20.1,242.1,3.88,0.14,KumluTinli,Visne
7.0,82.2,45.2,284.0,4.12,0.43,MilliTinli,Lahana
6.9,46.3,20.3,234.0,1.25,0.89,Tinli,Fasulye
6.15,77.2,24.3,219.3,3.5,0.39,Tinli,AntepFistigi
6.6,55.9,43.8,251.3,2.39,0.12,KumluTinli,Elma
6.28,56.8,38.4,281.8,3.19,0.19,Tinli,Visne
6.77,98.2,40.4,377.4,4.11,0.48,MilliTinli,Havuc
6.42,61.7,31.6,201.5,2.05,0.34,Tinli,Kekik
7.16,77.2,34.4,229.2,2.22,0.27,AgirKilli,Aspir
6.08,60.9,44.6,285.5,3.45,0.13,Tinli,Mandalina
7.24,30.0,25.0,181.7,2.07,0.35,Killi,Bugday
5.68,77.1,43.5,291.4,2.46,0.21,KumluTinli,Papatya
7.17,69.9,35.1,235.5,3.3,0.3,KumluTinli,Salep
6.7,68.8,35.6,184.7,2.41,0.34,Tinli,Zeytin
7.42,57.3,31.4,271.3,3.68,0.19,Tinli,Visne
7.03,73.9,38.9,267.3,3.46,0.31,Tinli,YerFistigi
7.45,75.1,27.8,279.0,2.92,0.18,Tinli,Kivi
7.74,82.4,29.9,218.5,3.13,0.55,Tinli,SekerPancari
7.59,43.2,23.4,186.8,2.11,0.35,MilliTinli,Mercimek
7.25,51.4,39.7,238.2,2.6,0.47,Tinli,SekerPancari
7.41,76.0,43.5,245.6,2.85,0.52,Killi,Pamuk
7.12,57.8,39.3,278.7,3.58,0.12,Tinli,Rezene
5.52,69.1,21.6,289.0,3.65,0.12,Tinli,OglanOtu
6.69,51.1,37.7,245.9,3.05,0.28,KilliTinli,Safran
6.35,79.4,21.5,245.0,3.12,0.19,KumluTinli,Yonca
5.69,76.6,30.0,281.1,2.14,0.37,Tinli,Nar
5.78,44.9,20.7,239.1,2.32,0.34,KilliTinli,Incir
6.97,79.1,30.8,194.7,3.38,0.33,Tinli,Kayisi
7.09,55.8,37.0,252.8,3.49,0.24,AgirKilli,Pamuk
7.14,69.6,49.4,297.1,2.45,0.47,MilliTinli,Karpuz
6.64,50.2,20.7,181.5,3.79,0.11,KumluTinli,Rezene
7.08,86.2,46.1,203.9,2.73,0.29,AgirKilli,Susam
6.26,54.5,31.6,185.9,3.61,0.18,KumluTinli,Incir
6.43,57.7,39.4,270.2,3.95,0.35,Tinli,YemSalgamı
6.54,83.0,53.3,330.5,4.49,0.45,TinliKumlu,TazeSogan
7.32,84.9,35.6,291.7,2.51,0.5,Tinli,Pamuk
6.46,89.2,56.8,250.5,3.28,0.12,KumluTinli,Maydanoz
6.96,86.8,55.8,336.6,2.58,0.46,TinliKumlu,Ispanak
7.97,88.4,37.7,211.9,2.09,0.43,Killi,Susam
6.88,99.9,52.9,331.9,3.76,0.12,MilliTinli,Domates
7.22,41.6,35.2,217.4,2.36,0.35,KumluTinli,Nane
6.8,48.9,41.4,213.0,3.29,0.11,KilliTinli,Elma
7.18,95.0,48.8,328.5,2.88,0.49,MilliTinli,Turp
7.28,46.9,20.8,227.9,1.4,0.81,Tinli,Yulaf
6.68,71.0,38.2,334.8,2.51,0.49,MilliTinli,Sarımsak
7.12,76.0,44.0,303.8,2.88,0.38,KumluTinli,Ispanak
7.15,49.7,22.4,211.8,3.43,0.35,KilliTinli,Kivi
6.84,84.2,46.4,248.3,2.15,0.4,Killi,Soya
6.57,95.4,54.5,344.5,3.84,0.24,TinliKumlu,Sarımsak
6.16,52.7,36.3,274.1,2.23,0.27,Tinli,Kivi
5.51,69.9,41.8,265.3,2.3,0.25,KumluTinli,Kayisi
6.5,97.0,53.4,282.2,3.32,0.29,TinliKumlu,Prasa
6.56,56.8,40.9,268.1,3.53,0.35,KumluTinli,Erik
7.59,63.2,45.4,290.1,3.39,0.39,AgirKilli,Pamuk
6.14,99.5,64.6,318.7,4.5,0.49,MilliTinli,Kavun
6.57,78.8,23.6,201.1,2.56,0.28,KumluTinli,Nane
6.97,69.4,61.1,272.8,3.48,0.27,MilliTinli,Marul
6.3,51.6,28.2,256.4,2.06,0.11,Tinli,Ceviz
5.52,44.4,20.8,221.5,3.39,0.28,KumluTinli,Ceviz
6.82,50.3,22.8,243.8,3.59,0.15,Tinli,Ayva
6.23,80.0,50.2,340.6,4.21,0.31,TinliKumlu,Roka
6.73,61.2,38.4,293.1,2.79,0.13,KumluTinli,Badem
6.85,66.6,37.3,273.5,2.03,0.38,KumluTinli,Elma
7.46,46.1,23.9,224.4,3.46,0.29,KilliTinli,Anason
7.12,66.5,32.3,238.5,2.67,0.22,Tinli,Incir
6.59,60.2,27.6,183.1,2.28,0.22,KilliTinli,Biberiye
7.77,59.7,28.7,255.1,3.22,0.21,AgirKilli,Kanola
6.91,70.7,55.5,324.3,4.19,0.42,KumluTinli,Roka
6.8,89.1,54.1,263.8,3.75,0.26,TinliKumlu,Marul
5.7,54.6,34.1,269.3,3.64,0.26,KilliTinli,Kestane
5.84,49.8,41.5,245.5,2.41,0.16,KilliTinli,Seftali
6.54,30.5,16.9,204.5,2.08,1.12,MilliTinli,Burçak
6.71,92.4,64.7,300.1,3.43,0.42,KumluTinli,Havuc
7.32,28.8,30.6,205.3,1.95,0.91,MilliTinli,Fiğ
6.5,68.1,33.0,200.2,2.56,0.22,KumluTinli,Lavanta
6.82,75.6,39.9,185.2,3.11,0.38,KilliTinli,SiloMisiri
6.8,80.5,58.4,257.4,3.47,0.24,MilliTinli,Tere
6.92,41.2,27.4,208.3,3.21,0.27,Tinli,OglanOtu
6.21,77.2,37.0,199.6,2.43,0.28,Tinli,Erik
6.79,91.1,45.2,374.2,3.49,0.3,TinliKumlu,Biber
7.17,36.1,26.3,207.7,1.86,0.5,Tinli,Yulaf
5.97,46.1,21.8,232.1,3.14,0.34,KilliTinli,Elma
6.78,43.9,42.2,217.9,2.27,0.2,KilliTinli,Mandalina
6.8,36.8,27.6,232.2,1.89,0.68,MilliTinli,Celtik
6.62,63.2,22.5,279.2,3.12,0.1,KumluTinli,Kayisi
6.87,71.0,41.7,286.9,3.32,0.2,KilliTinli,Lavanta
6.15,54.0,25.7,250.7,2.32,0.2,KumluTinli,Cilek
6.89,48.3,32.3,226.1,2.47,0.12,KumluTinli,Incir
5.97,74.8,31.4,189.6,3.1,0.13,KilliTinli,Cay
7.39,35.2,22.3,203.6,1.79,0.94,Tinli,Fiğ
7.47,78.9,42.0,290.5,2.34,0.28,KumluTinli,Salep
7.45,41.7,28.5,183.6,1.26,1.13,Tinli,Celtik
6.61,51.7,43.6,299.8,3.49,0.21,Tinli,Uzum
6.55,83.9,49.1,316.0,3.88,0.24,MilliTinli,Kavun
6.02,48.7,36.1,236.9,3.37,0.19,Tinli,Ayva
7.13,44.3,36.1,262.9,3.4,0.19,KilliTinli,Cay
5.93,76.9,30.4,250.1,2.43,0.36,KilliTinli,Ayva
5.65,47.2,24.7,191.0,3.0,0.28,KumluTinli,Kusburnu
7.45,40.7,27.9,268.1,2.83,0.25,KilliTinli,Incir
6.26,53.8,37.5,201.2,3.87,0.21,KumluTinli,Seftali
7.93,68.7,27.0,250.1,2.93,0.3,Tinli,SekerPancari
5.54,54.6,30.5,216.1,3.21,0.28,Tinli,Papatya
6.52,65.9,42.1,245.6,2.17,0.11,KilliTinli,Ceviz
5.9,55.2,28.4,256.3,3.42,0.3,KilliTinli,Nane
6.73,62.7,29.6,244.1,2.68,0.34,KilliTinli,Cay
5.95,44.1,34.7,211.9,3.96,0.33,Tinli,Salep
6.95,65.8,30.4,300.0,3.6,0.2,Tinli,AntepFistigi
7.39,74.4,28.0,238.9,2.71,0.19,Tinli,OglanOtu
7.23,47.5,35.7,265.5,2.12,0.32,Tinli,Yonca
7.57,25.3,23.9,193.9,2.0,0.97,Tinli,Celtik
6.33,61.5,31.9,219.8,2.13,0.37,KilliTinli,Safran
7.17,53.0,32.1,239.7,3.02,0.57,Killi,SekerPancari
5.93,56.7,31.5,192.5,2.62,0.13,KilliTinli,AntepFistigi
7.23,71.7,34.8,317.9,3.05,0.44,Tinli,Susam
7.53,47.0,27.3,188.4,2.3,0.5,MilliTinli,Fiğ
7.48,78.0,23.9,201.4,2.65,0.35,KumluTinli,Visne
7.11,47.9,34.1,224.5,2.38,0.22,Tinli,Zeytin
6.52,49.3,23.8,288.8,3.75,0.4,KumluTinli,Zeytin
7.49,50.3,37.4,276.5,2.51,0.34,KilliTinli,Nar
6.39,64.1,26.3,259.3,3.41,0.25,Tinli,Yonca
6.48,65.3,56.2,256.6,2.68,0.2,KumluTinli,Ispanak
7.89,84.8,46.5,216.0,3.29,0.24,Tinli,Kanola
7.26,68.2,37.8,301.2,2.54,0.6,Killi,Tütün
6.92,35.6,32.0,185.6,1.26,0.92,Killi,Mercimek
5.66,64.7,40.4,191.4,3.41,0.11,Tinli,Seftali
6.4,59.5,33.4,212.3,3.62,0.23,Tinli,Ceviz
5.69,53.2,25.0,273.4,2.11,0.24,KumluTinli,Nar
6.69,47.9,22.4,262.1,2.61,0.15,Tinli,Cay
7.8,38.3,32.9,170.4,1.46,1.16,MilliTinli,Arpa
7.09,86.0,41.3,207.5,3.48,0.41,AgirKilli,Susam
6.93,72.1,53.9,333.4,3.89,0.35,MilliTinli,Tere
7.09,98.7,61.9,370.8,3.48,0.23,KumluTinli,Marul
6.22,64.2,62.8,357.7,2.96,0.25,KumluTinli,Lahana
7.47,53.6,21.1,183.5,2.44,0.38,KumluTinli,Kestane
7.18,67.3,64.4,240.6,3.83,0.16,MilliTinli,Patlican
6.68,67.8,43.1,277.1,2.93,0.16,KumluTinli,Kereviz
6.43,78.3,41.8,327.5,3.93,0.47,KumluTinli,Marul
6.74,33.4,23.3,174.7,1.71,0.46,MilliTinli,Yulaf
7.41,59.4,36.8,209.9,2.86,0.14,KilliTinli,Muz
6.89,56.7,36.4,268.1,2.23,0.19,KumluTinli,Elma
6.65,41.7,33.5,212.7,1.93,0.35,Tinli,Bugday
6.85,63.0,35.2,190.1,3.75,0.3,KilliTinli,Visne
6.82,54.1,43.7,225.1,3.48,0.38,KilliTinli,Nane
7.28,86.6,48.9,244.1,2.1,0.45,Tinli,Kenevir
6.65,69.1,41.5,248.5,3.31,0.2,Tinli,Anason
5.91,49.6,31.2,226.4,3.84,0.29,KilliTinli,Seftali
7.11,27.9,24.0,182.7,1.72,0.38,Killi,Arpa
6.49,73.0,40.2,296.1,3.81,0.38,KilliTinli,Muz
6.52,100.2,49.0,348.2,3.46,0.12,KumluTinli,Prasa
7.03,74.7,31.7,282.4,3.32,0.59,Killi,Susam
7.41,69.5,25.1,249.0,2.96,0.33,Killi,SekerPancari
7.8,53.9,29.8,239.8,1.58,0.87,Tinli,Yulaf
7.69,53.6,30.1,281.9,2.83,0.54,AgirKilli,Keten
6.45,51.3,23.6,290.5,3.72,0.23,Tinli,Kestane
6.45,82.8,53.1,282.8,4.32,0.48,TinliKumlu,Sarımsak
5.81,58.2,27.8,262.4,3.98,0.28,KumluTinli,Kivi
6.29,44.9,38.0,231.0,3.27,0.12,KilliTinli,Kayisi
7.27,50.8,35.2,295.1,2.54,0.21,KumluTinli,Visne
6.56,69.8,21.7,274.8,2.95,0.15,KilliTinli,Muz
6.34,66.5,36.5,334.5,3.99,0.43,MilliTinli,TazeSogan
6.68,27.4,23.9,220.9,1.72,1.18,MilliTinli,Misir
7.07,75.3,42.4,280.4,2.82,0.32,KumluTinli,Korunga
6.98,41.9,35.3,201.5,2.76,0.29,Tinli,Kusburnu
5.87,77.1,21.2,207.9,3.61,0.1,KilliTinli,OglanOtu
6.43,74.1,50.8,315.9,2.0,0.36,MilliTinli,Karpuz
6.37,70.9,25.0,264.9,2.91,0.25,KilliTinli,Elma
7.25,54.4,23.8,183.1,2.79,0.22,Tinli,Portakal
5.77,56.0,28.8,249.5,3.51,0.29,KumluTinli,Incir
6.63,43.4,22.5,161.9,1.33,0.83,Tinli,Arpa
6.98,75.4,40.1,278.5,2.42,0.33,Killi,Soya
7.35,59.5,43.5,255.7,2.11,0.59,Tinli,Aycicegi
6.64,74.2,54.5,258.9,3.4,0.38,TinliKumlu,Domates
7.48,71.8,42.5,219.9,3.52,0.22,Tinli,AntepFistigi
7.29,59.9,23.2,197.3,2.16,0.29,KilliTinli,Muz
7.04,79.7,58.1,342.5,3.71,0.16,MilliTinli,Domates
7.76,42.9,23.1,210.2,2.12,0.76,Tinli,Fasulye
7.2,74.1,34.2,240.3,3.46,0.69,AgirKilli,Susam
7.09,62.6,59.6,293.7,4.45,0.45,TinliKumlu,Domates
6.06,82.6,51.9,301.7,2.8,0.44,MilliTinli,Havuc
6.57,49.1,31.0,202.6,2.19,0.83,Killi,Mercimek
5.71,65.2,44.0,248.9,3.31,0.37,KilliTinli,Badem
6.91,83.3,31.6,235.8,2.82,0.7,AgirKilli,Kanola
7.16,58.8,35.5,300.4,2.02,0.52,Killi,Keten
7.18,51.0,37.2,285.1,2.61,0.24,KumluTinli,Portakal
5.98,69.9,41.1,212.7,2.62,0.36,KumluTinli,YemSalgamı
7.05,45.3,26.6,201.0,1.25,0.4,MilliTinli,Misir
5.82,49.7,41.9,270.9,3.95,0.38,KumluTinli,YemSalgamı
7.46,48.8,30.8,223.2,1.98,0.65,Killi,Cavdar
7.95,54.3,25.2,306.2,2.11,0.41,Tinli,Susam
6.05,77.1,31.4,246.9,3.96,0.26,KilliTinli,Cilek
7.34,42.8,40.6,284.1,3.86,0.3,Tinli,Kestane
6.38,45.8,22.4,249.4,3.91,0.16,KilliTinli,Badem
6.82,61.2,33.5,258.7,3.05,0.54,Tinli,SekerPancari
7.04,41.0,19.5,221.7,1.8,1.04,Tinli,Bugday
7.15,100.6,62.7,335.3,2.0,0.11,TinliKumlu,Karpuz
6.86,87.0,35.2,303.1,2.62,0.52,Tinli,Pamuk
6.3,64.6,38.3,182.1,2.37,0.18,Tinli,Zeytin
6.81,85.9,30.7,207.3,2.68,0.45,Tinli,Soya
5.78,79.2,22.7,267.0,3.71,0.33,KilliTinli,Ayva
7.33,73.4,48.9,234.3,2.21,0.6,Killi,Soya
6.4,88.7,49.7,263.4,3.95,0.12,TinliKumlu,Roka
5.97,68.6,43.2,287.0,2.05,0.32,KumluTinli,Armut
7.14,49.4,34.1,225.9,2.28,0.26,KumluTinli,Biberiye
7.11,71.9,47.7,340.2,2.92,0.41,TinliKumlu,Ispanak
6.36,61.4,40.1,294.6,4.49,0.29,MilliTinli,Roka
6.87,45.2,31.0,245.6,2.51,0.16,KumluTinli,Greyfurt
6.63,62.5,52.6,334.0,3.85,0.48,KumluTinli,Hiyar
7.78,80.4,38.5,301.0,2.55,0.51,AgirKilli,Soya
7.0,65.1,46.1,297.9,2.04,0.21,MilliTinli,Karpuz
6.76,26.6,34.7,216.4,2.17,0.95,MilliTinli,Fiğ
6.59,89.9,57.0,260.0,1.76,0.13,MilliTinli,Karpuz
7.05,31.4,26.4,219.7,2.05,1.14,Killi,Yulaf
6.21,71.7,21.1,203.3,2.63,0.29,KumluTinli,Salep
6.02,75.3,30.5,296.6,2.57,0.11,KumluTinli,AdaCayi
7.6,62.5,30.5,243.1,3.29,0.67,Tinli,Tütün
5.68,64.9,34.5,214.8,3.24,0.17,KumluTinli,Zeytin
6.34,61.3,47.5,328.6,4.35,0.1,KumluTinli,Roka
6.45,72.5,42.0,260.5,3.26,0.25,KumluTinli,Hiyar
6.36,50.7,27.8,216.8,3.93,0.16,Tinli,Kimyon
7.09,72.8,36.0,221.6,2.53,0.31,KumluTinli,Muz
6.84,33.8,19.1,206.3,2.01,0.73,Tinli,Bugday
6.18,66.5,49.2,258.4,3.35,0.31,TinliKumlu,Tere
6.85,65.9,38.7,286.2,3.83,0.15,Tinli,Mandalina
6.61,51.7,31.7,202.8,2.86,0.31,KumluTinli,Ayva
7.11,96.8,43.4,328.6,3.81,0.43,MilliTinli,Kereviz
7.18,51.6,21.1,191.5,3.8,0.36,KumluTinli,Kekik
7.47,89.5,36.0,281.8,3.41,0.77,Tinli,SekerPancari
7.61,47.4,19.0,184.3,1.53,0.96,MilliTinli,Burçak
5.74,67.7,34.0,188.6,3.35,0.18,KilliTinli,Mandalina
6.92,62.9,27.1,222.4,3.18,0.25,KilliTinli,Badem
6.8,70.9,33.5,248.0,2.47,0.25,KilliTinli,Papatya
7.43,45.1,32.1,252.8,2.98,0.14,Tinli,Uzum
7.48,41.8,15.2,162.1,1.88,0.93,Tinli,Celtik
7.26,53.3,49.8,229.9,2.39,0.71,AgirKilli,Pamuk
7.86,57.5,46.3,319.3,2.06,0.34,AgirKilli,Kanola
6.87,25.5,34.0,178.2,1.99,0.35,Tinli,Bezelye
7.18,69.6,47.3,248.8,3.33,0.73,Killi,SekerPancari
7.35,48.3,24.2,250.2,3.51,0.24,KilliTinli,Visne
6.97,68.7,40.3,255.0,3.56,0.37,Tinli,Seftali
5.56,56.1,25.7,239.6,2.88,0.13,KumluTinli,Biberiye
6.25,61.2,23.6,270.4,2.57,0.22,Tinli,OglanOtu
7.72,59.9,43.1,240.6,2.9,0.27,AgirKilli,Susam
6.61,74.1,24.3,249.7,3.37,0.37,KumluTinli,Muz
6.84,68.8,43.4,248.6,3.44,0.21,KumluTinli,Maydanoz
