pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
7.59,84.8,32.0,301.5,2.96,0.26,5413.9,Tinli,YerFistigi,7.8,7.1,0.0
6.71,51.5,15.7,191.8,1.77,0.36,323.5,MilliTinli,Misir,11.8,9.5,0.0
5.66,77.7,36.0,260.9,3.07,0.27,3279.9,Tinli,Biberiye,15.6,10.7,0.0
7.33,49.8,25.4,237.6,1.72,0.65,289.0,Killi,Arpa,12.2,8.5,0.0
7.39,51.8,18.6,217.1,2.05,0.63,675.7,Tinli,Fiğ,2.9,9.5,0.0
7.67,81.0,45.1,270.4,2.51,0.61,4876.6,Tinli,Susam,7.9,5.2,0.0
6.74,76.7,35.3,231.3,3.3,0.17,3630.4,Tinli,OglanOtu,16.1,10.7,0.0
6.92,25.1,26.1,205.0,1.48,0.41,710.4,Tinli,Celtik,14.9,8.0,0.0
6.82,60.0,40.1,221.9,2.45,0.24,3155.9,KilliTinli,Badem,18.1,10.1,0.0
7.94,66.7,41.1,217.6,3.4,0.74,5070.2,Killi,Soya,10.0,5.9,0.0
6.7,96.7,48.9,269.4,2.35,0.48,4856.5,KumluTinli,Karpuz,13.2,8.8,7.0
6.84,40.9,33.7,185.8,2.46,0.39,3042.8,KumluTinli,Seftali,20.3,11.1,9.4
7.15,51.3,26.3,282.2,2.43,0.13,3176.7,KilliTinli,Nar,18.8,12.3,0.0
6.98,67.7,40.3,283.8,2.84,0.22,3426.1,KumluTinli,AdaCayi,17.1,10.2,0.0
7.45,89.5,35.5,277.4,2.45,0.79,4458.5,Killi,Aspir,7.4,6.9,0.0
7.33,49.6,23.3,296.3,2.17,0.11,3272.8,KumluTinli,Visne,18.8,12.5,5.8
6.98,41.6,18.3,210.4,1.72,0.92,304.6,Tinli,Burçak,2.6,9.2,0.0
6.94,49.8,43.8,290.2,3.84,0.17,3558.4,KilliTinli,Kayisi,18.6,9.6,0.0
7.55,76.8,43.5,241.8,2.16,0.39,5141.7,Killi,Soya,9.2,5.6,0.0
6.85,108.5,59.4,257.6,2.82,0.23,5387.0,TinliKumlu,Kavun,12.3,7.2,7.2
6.91,53.4,39.6,290.7,2.06,0.34,5182.5,Tinli,Soya,11.5,6.0,0.0
7.29,80.3,46.7,212.9,2.64,0.47,4907.7,AgirKilli,Keten,8.4,4.8,0.0
6.79,78.4,40.3,274.4,2.88,0.35,1982.2,KumluTinli,Biber,15.6,10.0,7.0
7.39,88.1,41.1,225.0,2.46,0.57,5129.5,Tinli,Soya,7.4,5.9,0.0
6.22,52.5,31.7,197.9,3.91,0.37,3490.9,Tinli,Safran,18.5,11.4,0.0
7.07,74.3,56.7,295.8,3.45,0.3,5499.3,KumluTinli,Domates,15.9,7.4,6.3
7.22,79.4,38.6,215.7,2.9,0.18,3554.3,KilliTinli,AdaCayi,15.4,10.1,0.0
6.8,40.6,27.3,182.4,2.22,0.82,303.3,Killi,Burçak,2.7,8.1,0.0
5.54,54.4,23.3,195.2,2.87,0.14,3225.1,KilliTinli,Incir,18.9,12.6,0.0
6.87,66.4,42.3,223.7,3.33,0.17,3330.8,KilliTinli,Safran,17.2,9.7,0.0
6.89,50.3,34.0,256.4,2.27,0.42,5363.3,AgirKilli,Kenevir,12.3,7.2,0.0
6.91,32.7,30.0,170.2,1.57,0.44,297.1,MilliTinli,Celtik,13.8,7.5,0.0
7.79,52.2,28.0,166.9,2.17,0.44,317.3,Tinli,Cavdar,11.9,7.6,0.0
7.67,46.5,18.2,185.6,2.0,0.74,685.4,MilliTinli,Fasulye,2.3,9.2,0.0
7.19,63.1,61.2,372.0,3.36,0.46,2140.2,TinliKumlu,Havuc,17.5,6.9,3.7
6.1,80.3,55.7,361.4,3.33,0.37,1773.7,KumluTinli,Kereviz,15.3,7.4,4.1
6.66,56.4,29.9,221.2,2.73,0.29,3376.4,KumluTinli,Badem,17.9,11.4,0.0
5.84,54.0,28.6,187.3,3.8,0.21,3167.6,KumluTinli,Anason,18.8,11.5,0.0
7.16,34.9,32.2,213.9,2.24,0.4,733.0,MilliTinli,Nohut,2.9,7.4,0.0
7.16,100.1,35.1,256.4,2.14,0.4,4779.5,KumluTinli,Karpuz,12.7,10.9,7.6
7.48,54.1,25.9,243.5,2.91,0.22,3180.4,KilliTinli,Yonca,18.7,12.1,0.0
5.55,76.7,37.0,180.5,3.42,0.28,3417.8,KumluTinli,MeyanKoku,15.9,10.5,0.0
7.19,42.0,36.7,294.1,2.86,0.18,3403.5,KumluTinli,Armut,19.9,10.5,6.2
6.59,38.5,23.9,189.7,1.61,1.08,308.7,Killi,Misir,13.5,8.5,0.0
6.69,74.7,20.8,224.7,2.14,0.36,2849.9,KilliTinli,Salep,16.2,12.8,0.0
5.7,50.5,28.8,269.3,2.68,0.25,2971.5,Tinli,Cilek,18.7,11.9,0.0
6.78,69.2,43.1,281.4,3.96,0.2,3039.2,KilliTinli,OglanOtu,16.8,9.3,0.0
7.54,68.7,37.6,312.4,2.91,0.45,5336.6,Tinli,Kenevir,9.9,6.1,0.0
6.52,67.8,28.1,254.8,2.62,0.17,3047.8,KumluTinli,Findik,17.2,11.7,0.0
7.33,66.1,20.0,230.2,3.66,0.38,3734.8,Tinli,Safran,17.0,13.0,0.0
7.03,75.8,25.2,265.8,2.68,0.22,3312.9,KilliTinli,Zeytin,15.8,12.3,0.0
7.95,87.4,37.8,245.7,2.49,0.66,4932.5,AgirKilli,Tütün,7.8,6.4,0.0
5.79,76.7,22.5,209.7,3.62,0.21,3544.3,KumluTinli,Kimyon,15.4,12.3,0.0
5.96,51.1,27.9,276.6,2.36,0.26,3469.7,Tinli,Findik,18.8,12.0,0.0
6.45,51.8,33.7,259.3,3.98,0.17,3634.9,KumluTinli,Greyfurt,18.6,11.1,6.9
6.16,53.5,40.8,283.6,2.7,0.39,3547.7,Tinli,Limon,18.8,10.0,0.0
6.88,64.7,26.0,273.6,2.89,0.23,3281.0,KilliTinli,YemSalgamı,17.5,12.1,0.0
7.72,33.4,25.0,213.7,1.53,0.37,675.6,MilliTinli,Fasulye,1.9,8.0,0.0
6.54,70.1,35.7,367.3,2.6,0.46,5089.1,KumluTinli,Hiyar,16.4,10.6,3.6
6.63,81.8,53.3,351.0,3.97,0.1,1861.5,TinliKumlu,Maydanoz,15.4,7.7,4.8
6.09,52.9,40.2,269.0,3.86,0.12,3467.8,KumluTinli,Armut,18.3,10.2,6.8
6.33,77.2,24.0,289.2,3.6,0.22,3601.0,Tinli,MeyanKoku,16.0,12.7,0.0
6.94,64.1,50.0,338.7,3.78,0.13,2036.8,KumluTinli,Sarımsak,17.5,8.3,5.0
7.04,53.0,26.1,236.4,2.68,0.26,387.9,Tinli,Pamuk,11.4,8.3,0.0
6.29,71.3,37.9,183.3,2.97,0.38,3224.4,KilliTinli,Ceviz,16.7,10.1,0.0
5.65,60.7,27.2,273.2,2.8,0.35,3000.1,Tinli,Rezene,18.0,12.0,0.0
7.7,25.6,31.0,199.0,2.13,0.51,713.0,Tinli,Mercimek,3.4,7.5,0.0
7.33,30.3,25.5,229.5,1.6,0.57,326.1,Tinli,Nohut,2.6,8.0,0.0
6.55,65.4,33.6,247.3,3.96,0.39,3579.7,KilliTinli,Cay,17.0,10.8,0.0
7.39,66.7,24.4,297.2,3.18,0.34,3480.4,KilliTinli,Portakal,17.3,12.6,0.0
6.66,95.2,55.5,307.5,3.98,0.28,2162.2,MilliTinli,Marul,13.7,8.0,0.0
6.4,82.9,43.2,244.4,2.72,0.28,1935.6,KumluTinli,Roka,15.1,9.8,7.9
6.21,100.6,45.6,305.9,4.21,0.26,2129.5,MilliTinli,Prasa,13.2,9.3,0.0
7.26,53.9,17.6,210.1,1.31,1.04,281.7,MilliTinli,Bugday,11.8,9.3,0.0
7.46,33.3,15.3,223.9,2.18,0.79,660.1,Tinli,Cavdar,13.8,10.0,0.0
7.34,42.9,43.2,265.2,2.55,0.29,3266.7,Tinli,Cay,19.6,9.3,0.0
6.95,64.3,34.6,252.1,2.95,0.18,3097.9,KilliTinli,Kekik,17.2,11.1,0.0
6.38,92.9,58.3,327.6,2.98,0.44,5202.0,TinliKumlu,Lahana,13.6,7.2,5.1
6.19,74.5,40.1,257.5,2.58,0.34,3283.4,KumluTinli,Nar,15.8,9.8,7.2
5.96,77.8,28.7,270.2,3.96,0.33,3715.3,KumluTinli,Lavanta,15.5,12.0,0.0
5.89,50.6,38.3,229.3,3.46,0.3,3537.0,KumluTinli,Cilek,18.6,10.3,8.5
7.15,99.3,54.4,351.6,3.36,0.32,1947.9,KumluTinli,Tere,12.8,7.7,4.5
6.75,59.7,39.1,299.1,2.74,0.23,3318.9,KilliTinli,Biberiye,18.1,10.1,0.0
7.25,67.8,29.8,225.1,3.17,0.24,5459.3,Killi,Keten,10.1,7.3,0.0
6.82,71.5,31.8,263.6,2.42,0.14,3507.9,Tinli,Elma,16.7,11.5,0.0
7.49,56.7,31.8,288.6,2.94,0.2,3380.8,Tinli,Lavanta,18.1,11.3,0.0
5.58,40.5,26.7,252.7,2.53,0.22,3406.0,Tinli,Yonca,19.8,12.2,0.0
6.36,59.6,44.7,200.8,3.59,0.21,3568.9,Tinli,Biberiye,18.0,9.2,0.0
7.43,36.1,17.7,221.9,2.08,0.72,595.5,Tinli,Burçak,2.1,9.4,0.0
5.59,76.9,37.7,298.1,2.99,0.25,3323.2,Tinli,Seftali,15.6,10.1,0.0
7.13,48.0,28.5,197.4,1.73,0.93,310.1,Killi,Celtik,12.0,7.5,0.0
6.58,31.2,32.7,237.7,2.21,1.1,568.5,MilliTinli,Fiğ,4.5,6.8,0.0
5.57,44.4,29.8,296.6,3.0,0.13,3615.6,KumluTinli,Seftali,20.1,11.8,6.4
7.73,43.6,27.4,181.0,1.89,0.88,320.4,Tinli,Celtik,13.0,7.8,0.0
7.16,77.5,32.4,297.1,3.52,0.39,3251.1,Tinli,Safran,15.7,11.4,0.0
6.26,61.6,58.0,292.3,2.63,0.41,2026.5,MilliTinli,Kereviz,17.8,7.2,0.0
6.9,53.5,30.5,237.6,1.87,0.65,686.3,MilliTinli,Cavdar,11.3,7.5,0.0
6.05,78.4,25.1,276.4,3.14,0.21,2934.4,KilliTinli,Limon,15.9,12.4,0.0
7.15,72.5,36.5,248.8,3.84,0.26,3434.3,KumluTinli,Portakal,16.4,10.3,7.3
7.48,38.7,27.0,183.0,2.09,1.02,684.2,MilliTinli,Fiğ,2.7,7.9,0.0
6.83,28.9,26.1,208.1,1.24,0.31,310.7,Tinli,Celtik,14.5,7.8,0.0
6.55,70.5,39.7,234.1,2.54,0.26,3124.5,KumluTinli,Kekik,16.6,10.2,0.0
6.73,70.1,27.3,247.4,3.6,0.14,3659.0,KumluTinli,Muz,16.6,12.0,7.6
7.08,95.6,60.5,305.5,2.75,0.22,1963.7,KumluTinli,TazeSogan,13.8,6.6,5.5
6.0,62.3,42.1,272.8,3.89,0.14,3431.4,Tinli,Visne,17.7,9.8,0.0
5.71,76.3,27.4,237.0,2.65,0.38,3026.7,Tinli,Mandalina,15.9,12.0,0.0
6.73,40.7,33.3,244.8,3.82,0.18,3623.4,Tinli,AntepFistigi,20.1,10.8,0.0
7.23,38.5,21.3,211.3,1.5,0.41,317.3,Killi,Celtik,13.6,8.6,0.0
6.52,85.1,38.8,281.7,3.76,0.38,2110.6,KumluTinli,Turp,14.5,10.4,6.3
7.05,53.9,39.7,223.9,3.74,0.23,3465.3,KumluTinli,Ayva,18.2,10.1,8.1
5.58,57.7,41.0,270.3,3.41,0.37,3632.0,KilliTinli,YemSalgamı,18.2,9.8,0.0
6.31,91.3,48.1,331.9,2.75,0.25,2023.8,TinliKumlu,Kereviz,14.1,8.5,5.3
7.67,25.6,18.0,163.9,1.5,0.31,634.9,MilliTinli,Bugday,15.1,9.5,0.0
5.56,64.2,31.3,256.9,2.45,0.14,3518.8,KumluTinli,Erik,17.5,11.5,7.0
5.66,72.9,22.5,276.7,3.49,0.24,3489.7,KilliTinli,Seftali,16.2,12.6,0.0
6.04,101.2,58.1,289.9,4.16,0.17,2134.8,KumluTinli,Havuc,12.9,7.4,6.6
7.04,61.4,34.9,190.9,2.57,0.36,3282.0,KumluTinli,Korunga,17.6,11.0,0.0
7.41,61.8,38.9,238.2,2.61,0.4,3371.9,KumluTinli,Portakal,17.6,10.4,7.9
6.77,52.0,29.5,210.9,1.92,0.84,284.8,MilliTinli,Celtik,11.7,7.6,0.0
5.67,78.5,34.6,197.0,2.81,0.32,3154.6,KilliTinli,Greyfurt,15.6,10.7,0.0
6.45,102.2,38.0,260.0,3.58,0.33,2073.8,MilliTinli,Kereviz,13.1,10.5,0.0
6.87,67.1,33.3,277.9,2.09,0.3,3438.4,Tinli,Ayva,17.3,11.2,0.0
7.11,55.6,27.8,232.4,3.64,0.29,3387.8,KilliTinli,Findik,18.0,11.8,0.0
5.57,77.4,36.3,292.8,2.56,0.1,3167.6,KilliTinli,Nane,15.9,10.6,0.0
7.46,60.4,42.3,251.8,2.76,0.18,3178.6,Tinli,Visne,17.6,9.5,0.0
5.59,49.1,31.8,263.7,2.02,0.21,3042.2,Tinli,Mandalina,19.2,11.4,0.0
6.6,69.0,48.3,309.0,3.39,0.13,2244.1,TinliKumlu,Patlican,16.5,8.5,5.9
7.36,62.1,24.0,214.0,3.36,0.2,3629.0,Tinli,Nane,17.8,12.3,0.0
6.98,41.0,33.1,221.0,1.86,0.91,306.2,Killi,Misir,13.3,6.7,0.0
7.68,85.4,33.0,307.5,3.15,0.56,5500.9,Killi,Tütün,8.1,7.2,0.0
7.95,53.2,41.8,235.2,2.21,0.48,5460.2,AgirKilli,SekerPancari,11.4,5.7,0.0
6.61,63.5,37.7,241.7,3.95,0.28,2240.2,TinliKumlu,Turp,17.8,10.5,8.0
6.87,70.9,45.1,308.3,2.86,0.27,4707.0,Killi,Tütün,9.8,5.0,0.0
6.17,75.3,43.4,296.9,2.61,0.25,3375.7,KumluTinli,Kekik,16.4,9.7,0.0
5.5,62.4,32.3,249.7,2.88,0.34,3294.5,KilliTinli,Kestane,17.7,11.3,0.0
7.17,41.9,23.3,298.6,3.42,0.16,3461.6,KilliTinli,Findik,19.8,12.7,0.0
6.91,57.1,23.9,243.5,3.32,0.36,3358.7,KilliTinli,Mandalina,17.9,12.5,0.0
6.13,57.4,27.4,194.1,2.74,0.3,3140.6,KilliTinli,YemSalgamı,18.2,11.9,0.0
7.29,30.4,33.0,165.5,1.49,1.08,279.1,Tinli,Bezelye,2.7,7.2,0.0
6.9,43.6,15.0,175.0,1.22,0.52,643.0,MilliTinli,Nohut,4.3,9.8,0.0
7.11,78.6,36.6,350.9,4.26,0.14,2284.5,TinliKumlu,Biber,15.5,10.3,4.9
6.35,100.2,48.5,357.6,3.39,0.2,1853.3,KumluTinli,Ispanak,12.7,9.0,4.5
6.81,61.8,48.9,240.4,4.44,0.16,2139.9,MilliTinli,TazeSogan,17.6,8.6,0.0
6.51,56.7,25.0,245.1,2.78,0.17,3216.6,KilliTinli,Anason,18.2,12.2,0.0
6.41,77.0,61.4,321.1,3.7,0.3,5511.9,KumluTinli,Hiyar,15.9,7.0,5.2
7.07,63.8,36.3,250.1,3.58,0.26,2232.0,TinliKumlu,Biber,17.4,10.7,7.3
7.06,27.4,22.6,192.6,2.17,0.35,718.8,MilliTinli,Yulaf,15.0,8.5,0.0
5.54,51.4,35.2,288.2,3.52,0.28,3482.2,KumluTinli,Visne,19.2,10.8,6.5
6.67,50.3,26.3,281.0,3.38,0.21,3356.4,Tinli,OglanOtu,19.3,12.2,0.0
6.3,80.1,38.6,276.3,3.02,0.45,5746.4,KumluTinli,Kavun,15.6,10.1,6.7
7.14,78.5,31.4,288.4,2.52,0.26,3320.1,Tinli,Yonca,15.5,11.0,0.0
6.03,68.5,27.7,202.3,3.56,0.14,3433.2,KilliTinli,Kayisi,17.0,12.1,0.0
5.64,44.9,25.3,229.4,2.6,0.17,3138.0,KilliTinli,AntepFistigi,19.4,12.3,0.0
6.93,78.3,41.2,353.8,2.6,0.35,5419.4,MilliTinli,Domates,15.3,9.6,0.0
5.85,58.2,40.9,251.3,2.84,0.22,3599.0,KumluTinli,OglanOtu,18.4,9.6,0.0
7.22,71.9,44.6,236.0,2.25,0.12,3224.2,Tinli,Muz,16.1,9.3,0.0
6.47,78.4,40.1,265.7,3.54,0.25,3627.8,KumluTinli,Kestane,15.9,10.0,0.0
6.5,89.0,43.1,266.8,3.04,0.41,2148.9,KumluTinli,Biber,14.5,9.6,7.0
6.84,56.6,29.5,262.5,3.0,0.21,3196.5,KumluTinli,Yonca,17.8,11.5,0.0
6.85,32.0,26.7,164.8,1.61,0.55,311.4,Killi,Burçak,2.2,8.2,0.0
7.84,55.9,38.3,297.5,2.74,0.39,5059.9,Tinli,SekerPancari,11.0,6.0,0.0
5.55,42.3,40.6,257.9,2.08,0.15,3188.7,KilliTinli,Portakal,20.1,9.8,0.0
7.35,35.2,17.7,196.1,1.33,0.44,696.4,Killi,Fiğ,2.7,9.1,0.0
7.86,64.0,39.2,204.3,2.43,0.54,4848.2,Tinli,Aspir,10.6,6.0,0.0
6.8,63.3,49.6,359.4,4.33,0.46,2026.3,KumluTinli,Biber,17.3,8.3,4.5
6.25,63.4,41.4,291.6,3.01,0.23,3504.7,Tinli,Papatya,17.3,9.5,0.0
6.68,48.3,32.4,290.9,3.52,0.31,3666.7,Tinli,Yonca,18.8,10.9,0.0
6.2,60.2,49.5,250.3,3.34,0.15,2041.6,MilliTinli,Patlican,17.8,8.6,0.0
7.06,77.5,43.1,373.2,2.73,0.2,5226.7,KumluTinli,Kavun,15.6,9.4,3.6
5.54,66.5,40.4,233.6,3.05,0.26,3424.6,KumluTinli,Kekik,16.8,9.9,0.0
6.58,65.6,22.2,270.8,3.55,0.15,2989.0,Tinli,Limon,17.5,12.9,0.0
6.41,51.4,38.9,199.3,2.86,0.36,3334.0,Tinli,OglanOtu,18.5,10.1,0.0
7.21,26.3,29.1,217.1,1.52,1.06,258.4,MilliTinli,Burçak,2.8,7.9,0.0
6.23,79.4,41.1,191.1,3.17,0.26,3567.0,Tinli,Visne,15.4,9.9,0.0
6.93,27.5,19.9,165.6,1.82,0.81,310.9,MilliTinli,Arpa,14.6,8.8,0.0
6.96,79.6,43.6,253.4,3.37,0.37,3314.3,Tinli,Rezene,15.6,9.2,0.0
6.96,74.8,58.1,369.9,3.95,0.39,2132.6,KumluTinli,TazeSogan,15.9,7.0,4.1
7.11,73.0,45.0,349.1,2.55,0.38,2107.6,MilliTinli,Roka,16.0,9.0,0.0
6.2,74.8,49.8,368.6,3.48,0.5,1996.6,MilliTinli,Maydanoz,15.7,8.8,0.0
7.08,81.5,47.4,361.2,4.4,0.1,2320.9,KumluTinli,Havuc,15.3,8.9,4.0
6.66,75.5,33.7,207.2,2.41,0.21,3299.8,Tinli,Badem,15.8,11.2,0.0
5.52,71.8,25.9,299.3,2.79,0.1,3178.3,KumluTinli,Erik,16.8,12.2,5.7
6.46,54.4,28.9,232.8,2.03,0.31,3146.4,KilliTinli,Kivi,18.1,11.5,0.0
6.7,46.9,15.8,228.6,2.22,0.65,326.8,MilliTinli,Mercimek,4.0,9.4,0.0
6.49,64.9,40.7,252.9,3.6,0.3,2211.4,TinliKumlu,Tere,16.9,10.1,7.5
6.46,87.1,58.4,292.0,3.81,0.13,2196.0,KumluTinli,Sarımsak,14.4,7.1,6.4
6.36,77.2,26.7,285.9,2.78,0.16,3238.7,KumluTinli,Limon,15.5,12.2,6.0
6.26,75.6,22.1,199.8,3.02,0.33,3366.9,KilliTinli,Rezene,15.9,12.8,0.0
6.79,43.1,23.7,178.3,2.21,1.04,301.0,Tinli,Celtik,12.6,8.6,0.0
6.05,78.0,33.3,235.4,3.51,0.36,3266.1,KilliTinli,AntepFistigi,15.4,11.0,0.0
6.49,103.1,59.2,359.8,3.99,0.45,2251.1,KumluTinli,Sarımsak,12.7,6.9,4.6
6.53,67.0,31.2,281.6,2.81,0.31,2779.6,KilliTinli,Kestane,16.6,11.5,0.0
6.3,55.1,31.1,215.1,3.73,0.33,3339.4,KumluTinli,Badem,18.8,11.1,0.0
7.14,86.0,51.0,326.7,4.11,0.26,2086.8,TinliKumlu,Havuc,15.0,8.3,5.3
6.01,55.6,27.6,247.5,2.56,0.28,3239.0,KumluTinli,Kestane,18.6,12.1,0.0
7.18,66.2,42.7,313.6,3.12,0.7,5554.5,Killi,Keten,10.3,5.4,0.0
6.72,36.8,15.8,173.0,1.23,0.48,640.3,Killi,Celtik,13.4,9.4,0.0
7.14,81.2,52.1,341.7,4.43,0.24,2290.9,MilliTinli,Turp,15.0,8.5,0.0
7.11,86.9,35.3,294.7,2.02,0.36,4923.0,Tinli,Susam,7.8,6.6,0.0
5.81,68.5,32.6,289.0,3.29,0.31,3491.8,KumluTinli,SiloMisiri,16.8,11.3,0.0
6.98,41.0,28.8,187.3,1.28,0.56,319.8,MilliTinli,Fasulye,3.0,7.9,0.0
7.4,74.3,29.5,218.5,3.51,0.26,3394.9,Tinli,Nar,15.7,11.8,0.0
5.77,46.0,44.3,291.4,3.88,0.19,3366.2,Tinli,Greyfurt,19.1,9.6,0.0
6.46,50.6,30.5,281.7,3.42,0.16,3653.3,KumluTinli,Lavanta,18.9,11.3,0.0
5.5,52.0,25.9,285.2,2.93,0.24,3334.1,KilliTinli,AntepFistigi,19.0,12.3,0.0
6.42,73.1,34.7,243.4,2.08,0.2,3431.0,KumluTinli,Seftali,16.3,11.1,7.8
5.55,64.3,40.4,280.6,3.79,0.22,3462.2,KilliTinli,Muz,17.5,10.1,0.0
5.76,44.1,35.0,182.5,3.78,0.32,3570.7,KumluTinli,Portakal,19.8,10.7,9.9
5.66,54.3,42.1,195.6,3.4,0.3,3615.2,KilliTinli,Findik,18.1,9.9,0.0
6.9,60.8,43.5,209.9,2.96,0.25,3204.0,Tinli,Papatya,17.3,9.5,0.0
7.71,70.9,40.0,288.3,3.15,0.71,5448.9,AgirKilli,Aspir,9.8,5.8,0.0
7.95,67.0,47.6,282.0,2.53,0.67,4947.7,Killi,Kanola,10.3,4.9,0.0
5.8,75.8,37.6,219.0,3.8,0.23,3587.8,KumluTinli,Papatya,15.9,10.2,0.0
6.72,70.3,26.3,186.0,2.76,0.28,3318.9,KumluTinli,AntepFistigi,16.2,11.8,0.0
7.2,43.3,36.0,236.9,3.97,0.11,3394.8,KumluTinli,Armut,20.1,10.4,7.8
6.87,79.0,31.2,228.8,3.89,0.21,3758.5,Tinli,Erik,15.5,11.4,0.0
7.04,88.4,37.9,273.5,2.67,0.4,1973.0,TinliKumlu,Sarımsak,14.7,10.2,6.4
5.98,49.5,38.7,242.3,2.79,0.35,3474.8,KilliTinli,Portakal,19.0,10.2,0.0
6.97,29.1,31.4,236.1,1.23,0.68,312.3,MilliTinli,Arpa,14.3,7.1,0.0
7.99,77.7,46.0,228.7,2.53,0.66,5369.7,AgirKilli,Kanola,8.5,4.9,0.0
7.33,70.5,35.8,200.7,3.21,0.41,5124.1,Tinli,Susam,9.9,6.7,0.0
7.69,60.5,38.4,304.7,2.37,0.73,4917.4,Killi,Tütün,10.7,6.5,0.0
7.13,45.0,31.4,186.1,2.6,0.11,3403.6,KumluTinli,Papatya,19.3,11.4,0.0
6.78,71.6,35.4,227.1,2.31,0.36,3139.9,KilliTinli,Kekik,16.6,10.9,0.0
6.71,44.2,22.6,216.3,2.96,0.16,3315.0,Tinli,Kekik,20.0,12.4,0.0
6.51,76.0,49.8,273.6,2.71,0.19,1912.4,KumluTinli,Havuc,16.2,8.8,6.5
6.81,66.6,38.3,255.6,2.12,0.33,3237.5,KumluTinli,MeyanKoku,16.6,10.3,0.0
6.06,74.1,42.3,249.0,2.49,0.34,3469.5,KilliTinli,Kivi,15.8,9.6,0.0
5.9,63.9,32.8,197.3,2.42,0.1,3378.7,Tinli,SiloMisiri,17.5,11.1,0.0
6.0,75.7,33.1,264.3,2.12,0.13,3480.5,KilliTinli,SiloMisiri,15.6,11.2,0.0
5.73,61.2,41.6,203.1,2.02,0.26,3048.7,Tinli,Lavanta,17.7,9.8,0.0
6.17,52.7,30.3,252.2,2.0,0.22,3102.0,KumluTinli,Yonca,18.9,11.3,0.0
7.03,76.4,23.1,234.8,3.72,0.17,3770.4,KumluTinli,Kayisi,15.7,12.7,7.9
7.19,41.6,40.9,279.9,2.01,0.18,2745.9,Tinli,Kimyon,20.1,9.9,0.0
5.77,69.5,30.7,274.1,2.57,0.34,3219.3,KilliTinli,Kusburnu,16.3,11.3,0.0
6.85,42.4,22.4,202.8,2.72,0.12,3400.1,Tinli,Nar,20.1,12.5,0.0
7.79,42.5,30.5,187.2,1.64,0.6,700.7,Killi,Nohut,4.1,7.5,0.0
6.44,64.9,24.6,223.3,2.07,0.29,3099.0,KumluTinli,Muz,16.8,12.2,8.6
7.3,68.9,23.9,183.0,3.32,0.3,3549.8,KilliTinli,Papatya,16.6,12.6,0.0
7.18,83.6,31.0,227.3,2.94,0.29,5093.8,AgirKilli,Susam,8.2,7.4,0.0
5.76,75.7,21.5,207.9,2.36,0.12,3107.7,Tinli,Armut,16.2,12.6,0.0
5.7,63.2,38.2,234.7,3.65,0.25,3685.2,KilliTinli,Kayisi,17.5,10.5,0.0
6.59,101.5,58.2,299.8,4.17,0.12,2068.2,TinliKumlu,TazeSogan,13.0,7.5,5.7
5.72,69.4,22.6,185.8,3.86,0.15,3412.5,Tinli,Muz,16.9,12.9,0.0
6.03,63.0,28.4,195.3,2.57,0.31,3359.7,KumluTinli,Kimyon,17.5,11.7,0.0
6.13,99.4,36.4,357.2,4.48,0.18,2375.0,MilliTinli,Patlican,12.9,10.3,0.0
5.91,55.4,43.8,274.6,3.45,0.19,3586.9,Tinli,Cay,18.3,9.7,0.0
6.3,67.0,42.8,232.4,3.55,0.17,2954.7,KilliTinli,Ceviz,16.6,9.9,0.0
6.19,62.2,21.9,222.7,2.46,0.38,3199.5,KilliTinli,Kayisi,17.6,13.0,0.0
6.28,56.7,40.3,263.8,3.93,0.14,3799.4,KumluTinli,Lavanta,18.1,9.8,0.0
7.43,77.9,43.0,192.1,3.36,0.31,3447.1,Tinli,Kivi,15.7,9.6,0.0
7.13,74.4,35.5,314.3,4.47,0.26,5609.8,TinliKumlu,Lahana,15.8,10.7,5.5
7.78,30.8,33.8,217.2,2.2,0.84,639.6,MilliTinli,Yulaf,14.4,6.8,0.0
5.54,56.9,33.9,216.2,3.7,0.24,3615.7,KilliTinli,Kivi,17.9,11.0,0.0
6.18,67.5,49.7,300.7,4.03,0.27,2071.2,TinliKumlu,TazeSogan,16.8,8.6,5.7
6.04,48.6,31.2,285.0,3.6,0.4,3630.3,KumluTinli,SiloMisiri,18.9,11.5,0.0
5.65,49.3,27.3,223.4,2.84,0.17,3248.7,Tinli,Greyfurt,19.2,11.9,0.0
7.01,55.3,41.3,254.0,2.56,0.8,4949.9,Tinli,Aycicegi,11.3,5.6,0.0
6.2,50.7,25.1,216.5,2.09,0.25,3403.2,Tinli,Elma,18.9,12.1,0.0
6.63,51.9,33.4,225.1,2.48,0.36,3322.8,Tinli,Kimyon,19.0,10.7,0.0
6.21,73.7,38.6,249.9,2.71,0.43,5025.6,MilliTinli,Kavun,16.5,10.2,0.0
7.38,48.1,26.1,260.6,3.43,0.12,3220.8,Tinli,Kivi,18.9,12.2,0.0
6.17,81.2,41.9,313.5,4.07,0.28,2055.3,KumluTinli,Maydanoz,15.5,10.0,5.7
7.36,81.1,48.0,261.9,2.84,0.35,5585.8,AgirKilli,Keten,8.5,4.6,0.0
5.84,49.3,31.4,212.9,3.75,0.26,3618.4,KumluTinli,Kusburnu,19.3,11.5,0.0
