pH,EC,Sertlik,Nitrat,Nitrit,Sodyum,Klor,SulamayaUygun
7.4,0.8,16.9,10.8,0.016,19.6,27.0,True
9.73,3.68,63.9,60.6,0.913,287.4,356.3,False
6.57,0.59,12.0,12.2,0.011,38.8,54.9,True
7.14,0.26,13.6,14.6,0.036,38.9,37.5,True
7.4,0.56,15.0,15.7,0.006,11.9,40.2,True
7.1,0.73,10.1,12.9,0.037,11.0,21.8,True
7.2,0.64,13.2,11.9,0.028,19.5,22.0,True
7.31,0.68,20.8,19.3,0.03,30.3,43.7,True
7.69,0.6,20.5,18.9,0.026,18.7,16.8,True
6.67,0.78,14.7,13.8,0.013,19.7,44.0,True
6.86,0.5,21.2,23.4,0.032,12.4,28.0,True
6.85,0.39,18.8,11.9,0.023,41.4,34.3,True
9.11,4.47,39.8,56.0,0.534,234.1,391.7,False
6.61,0.22,14.9,13.6,0.031,14.8,58.7,True
6.81,0.28,11.0,16.3,0.039,10.5,42.1,True
7.07,0.8,16.0,17.7,0.02,38.7,53.2,True
7.38,0.51,21.1,5.7,0.028,34.6,19.3,True
7.47,0.87,20.7,15.0,0.007,10.5,56.6,True
7.05,0.79,12.1,9.1,0.032,32.7,52.4,True
7.09,0.44,15.7,18.0,0.039,39.7,47.3,True
7.05,0.47,15.9,19.7,0.025,40.5,27.9,True
7.27,0.21,12.2,21.1,0.025,24.4,43.5,True
6.69,0.74,15.9,16.3,0.021,44.2,56.5,True
4.55,4.13,49.8,82.8,0.832,167.0,231.5,False
6.95,0.5,18.3,15.5,0.015,18.9,21.5,True
6.55,0.34,11.2,6.3,0.034,12.9,16.0,True
7.61,0.49,17.0,9.4,0.024,21.4,52.9,True
4.55,3.87,53.2,74.5,0.99,149.0,353.7,False
7.57,0.59,20.4,16.4,0.005,29.4,59.4,True
8.47,3.83,49.9,75.3,0.637,198.4,231.4,False
7.51,0.25,14.6,23.4,0.009,18.4,51.0,True
6.52,0.83,12.5,8.3,0.015,24.8,20.9,True
7.4,0.63,15.7,14.9,0.025,44.1,51.6,True
7.62,0.89,18.2,11.2,0.005,23.2,26.0,True
7.59,0.45,18.5,7.3,0.038,16.3,43.5,True
7.36,0.42,12.7,11.0,0.029,40.0,49.1,True
6.7,0.25,16.6,16.6,0.037,13.8,20.1,True
6.75,0.69,12.9,6.2,0.034,39.5,43.9,True
5.29,3.6,45.5,78.0,1.797,233.8,308.6,False
7.1,0.66,12.8,24.5,0.034,40.0,33.8,True
6.56,0.52,10.0,13.2,0.035,32.5,38.2,True
7.68,0.74,21.3,15.8,0.036,13.1,41.6,True
5.58,4.35,63.3,64.6,1.4,154.0,202.2,False
7.24,0.89,11.4,11.3,0.033,28.7,31.5,True
7.8,0.25,12.8,18.8,0.018,36.1,24.9,True
7.61,0.61,13.2,12.5,0.019,42.8,51.8,True
7.2,0.39,13.6,8.5,0.031,36.1,41.4,True
7.57,0.2,15.9,9.0,0.03,12.1,56.7,True
6.85,0.51,19.7,19.4,0.007,42.9,49.2,True
7.62,0.2,15.8,9.5,0.014,39.9,37.1,True
7.66,0.87,17.9,17.2,0.017,15.0,36.9,True
7.08,0.37,14.9,17.8,0.016,10.0,52.2,True
7.38,0.48,19.4,23.9,0.01,30.8,35.3,True
4.64,3.94,45.8,87.7,0.783,199.5,314.7,False
5.03,2.95,56.6,60.4,0.896,261.1,248.2,False
8.92,4.49,62.6,76.4,1.197,148.5,372.9,False
6.98,0.46,13.6,22.1,0.018,10.6,53.2,True
6.98,0.28,15.0,23.6,0.022,27.1,30.0,True
9.15,3.29,50.2,86.8,1.192,284.2,356.9,False
6.77,0.28,10.3,19.9,0.039,15.2,57.5,True
6.66,0.63,11.0,24.4,0.034,40.5,39.1,True
4.72,2.5,37.7,86.5,1.966,213.1,397.4,False
6.75,0.73,13.1,21.5,0.009,17.8,33.3,True
7.7,0.82,11.2,21.9,0.012,15.0,50.8,True
9.5,3.68,47.8,77.6,1.144,261.8,306.0,False
7.65,0.34,17.7,24.3,0.011,14.2,56.3,True
5.14,3.61,43.3,77.1,1.981,148.6,294.8,False
7.43,0.73,19.1,16.6,0.009,27.8,41.3,True
7.49,0.27,19.6,15.7,0.027,33.4,46.6,True
8.42,4.11,51.1,57.0,1.732,201.6,328.6,False
7.05,0.86,14.7,8.7,0.033,11.7,41.2,True
7.39,0.85,19.5,17.9,0.017,14.0,33.7,True
6.51,0.68,15.7,12.3,0.024,10.9,55.3,True
7.76,0.87,10.6,17.8,0.037,32.0,27.2,True
7.23,0.84,17.7,14.8,0.006,15.2,23.5,True
5.58,4.31,53.8,64.0,1.667,195.5,340.1,False
6.76,0.45,13.6,16.3,0.031,33.4,45.0,True
7.07,0.38,13.2,10.5,0.02,34.5,36.1,True
7.28,0.3,11.7,11.8,0.005,33.3,23.2,True
7.62,0.59,15.5,11.6,0.04,10.8,41.4,True
7.8,0.42,15.0,21.8,0.015,42.1,57.8,True
6.85,0.51,18.5,22.3,0.023,26.0,42.9,True
4.92,2.83,56.2,68.6,1.229,269.3,302.0,False
7.75,0.87,11.6,9.5,0.014,24.3,58.0,True
6.8,0.5,13.3,13.4,0.01,28.5,22.0,True
7.73,0.41,11.8,22.2,0.008,19.0,25.1,True
7.07,0.82,16.4,5.1,0.019,44.5,21.2,True
8.6,2.81,63.0,56.9,1.127,158.8,254.5,False
6.54,0.32,20.7,9.7,0.012,40.8,15.8,True
9.03,3.84,55.6,55.8,1.19,144.7,377.1,False
5.59,3.14,46.6,82.1,1.066,225.9,247.7,False
4.78,4.15,48.4,50.3,1.37,155.0,288.4,False
7.33,0.5,17.7,22.3,0.016,29.3,54.9,True
7.42,0.61,19.1,9.5,0.024,29.5,21.4,True
6.71,0.52,15.1,16.5,0.025,42.8,35.9,True
8.83,4.15,36.8,54.4,1.949,163.4,356.6,False
7.09,0.71,20.0,21.4,0.006,10.4,32.5,True
8.82,2.42,59.0,57.2,0.732,162.5,340.9,False
7.65,0.48,20.5,10.4,0.039,27.6,45.1,True
7.51,0.38,11.6,15.2,0.005,21.6,40.6,True
7.73,0.62,11.9,20.6,0.027,26.8,32.5,True
7.07,0.66,19.0,23.3,0.039,35.1,15.7,True
9.67,4.31,51.0,69.2,0.51,249.4,268.8,False
9.79,4.48,37.8,72.5,1.911,170.4,343.4,False
5.57,4.33,61.0,57.0,1.93,246.0,342.2,False
4.74,3.17,60.6,58.4,1.215,182.1,226.5,False
5.29,4.21,40.9,74.3,1.95,176.7,262.8,False
7.24,0.36,15.3,17.8,0.022,26.7,24.5,True
7.22,0.79,10.6,16.7,0.016,25.7,35.2,True
5.4,4.48,42.1,54.1,0.991,279.3,316.9,False
7.14,0.9,14.9,24.8,0.012,12.1,39.9,True
7.13,0.86,17.8,10.6,0.01,26.2,52.4,True
8.58,3.86,64.3,70.3,0.992,239.0,347.9,False
8.51,3.58,44.5,86.5,0.758,238.4,350.5,False
7.48,0.3,18.8,23.7,0.026,34.3,21.3,True
8.4,3.48,59.0,81.0,1.271,267.7,192.9,False
5.58,4.41,44.6,66.1,0.534,251.3,395.6,False
7.04,0.72,11.5,16.0,0.024,40.0,58.5,True
7.39,0.23,16.9,18.4,0.011,32.5,24.9,True
7.47,0.56,13.5,6.5,0.027,19.1,51.6,True
7.34,0.81,13.9,10.9,0.014,25.1,53.3,True
9.43,3.37,39.2,73.8,0.987,277.5,235.4,False
6.63,0.83,19.4,20.9,0.039,30.5,53.8,True
7.32,0.74,12.5,15.3,0.013,28.9,16.0,True
8.95,4.04,37.4,73.0,1.943,159.7,353.2,False
7.35,0.54,10.3,23.7,0.012,27.2,50.4,True
7.05,0.77,10.6,14.2,0.013,27.2,15.9,True
7.39,0.73,20.2,15.0,0.036,12.0,19.6,True
7.02,0.69,18.0,12.3,0.021,29.4,59.1,True
7.13,0.62,11.4,19.5,0.03,33.0,56.4,True
9.12,3.78,58.5,66.4,1.276,147.3,196.1,False
7.11,0.36,11.8,24.0,0.01,19.8,16.5,True
4.78,2.82,43.3,63.3,1.372,276.5,337.2,False
7.16,0.89,19.4,12.5,0.012,40.3,59.3,True
7.11,0.68,12.9,18.9,0.04,32.7,15.5,True
7.45,0.68,10.9,23.1,0.034,33.4,21.7,True
5.39,2.67,50.5,70.8,1.356,289.9,314.5,False
7.37,0.68,10.2,18.7,0.017,23.7,23.8,True
6.73,0.65,14.7,20.9,0.031,36.3,24.9,True
6.87,0.27,17.9,15.4,0.005,38.6,50.4,True
7.51,0.36,17.5,23.5,0.032,13.8,20.8,True
6.75,0.35,17.7,5.5,0.027,19.2,57.8,True
6.68,0.49,16.7,10.5,0.031,43.1,16.2,True
6.68,0.37,20.7,22.4,0.007,29.1,56.7,True
7.12,0.64,20.4,6.2,0.01,11.3,37.2,True
4.75,2.89,44.9,78.5,1.838,154.6,223.3,False
6.75,0.63,17.4,22.2,0.025,33.7,39.1,True
8.56,3.55,49.2,61.0,0.954,219.8,373.6,False
6.84,0.34,20.4,21.5,0.006,39.8,30.4,True
7.31,0.53,10.2,21.7,0.021,26.0,26.0,True
6.85,0.49,21.7,21.4,0.015,39.2,23.2,True
4.9,4.14,60.7,51.2,0.926,185.8,342.0,False
6.98,0.8,21.4,11.2,0.014,40.3,19.0,True
7.75,0.3,19.0,11.8,0.036,37.2,41.1,True
7.11,0.83,18.3,21.7,0.021,13.6,57.6,True
7.08,0.64,18.3,6.4,0.025,27.2,58.5,True
6.79,0.64,15.5,14.6,0.008,44.4,19.9,True
5.33,2.27,51.5,64.2,0.8,166.7,258.4,False
9.18,4.49,63.3,82.6,0.679,283.4,370.0,False
9.45,3.85,57.4,52.0,0.555,224.8,334.3,False
7.26,0.69,16.8,21.3,0.007,12.1,40.8,True
7.39,0.67,16.9,12.8,0.019,40.4,38.2,True
5.6,2.51,57.0,59.6,0.851,277.2,277.5,False
7.62,0.51,15.6,7.2,0.009,27.1,48.5,True
5.78,4.02,46.5,84.5,1.813,192.6,214.1,False
6.92,0.6,12.5,9.6,0.012,11.2,41.4,True
9.09,3.59,61.0,75.3,0.665,275.8,334.2,False
7.41,0.29,16.3,12.3,0.014,34.1,52.3,True
7.49,0.48,12.8,22.8,0.015,29.2,52.0,True
7.66,0.62,21.9,24.0,0.032,20.9,38.7,True
7.2,0.57,11.7,21.4,0.009,33.7,45.4,True
7.02,0.35,16.1,14.7,0.02,16.2,52.9,True
7.03,0.42,11.3,16.2,0.022,25.1,44.2,True
5.61,3.84,40.7,81.9,1.573,238.0,216.3,False
7.7,0.4,14.0,12.3,0.005,18.1,59.1,True
6.87,0.59,21.0,13.2,0.02,33.0,49.5,True
7.35,0.26,20.1,21.0,0.023,21.2,39.3,True
8.78,2.44,35.9,76.3,1.068,219.2,327.2,False
6.59,0.47,15.0,21.4,0.012,13.7,25.4,True
7.02,0.33,20.1,12.9,0.01,39.3,52.7,True
7.63,0.76,12.3,11.8,0.031,16.5,30.9,True
6.77,0.38,10.6,5.2,0.036,13.2,38.1,True
7.04,0.64,17.0,17.2,0.026,32.2,58.3,True
6.76,0.81,18.4,17.4,0.006,20.4,23.6,True
7.67,0.58,14.5,20.1,0.039,17.6,17.1,True
6.55,0.83,11.3,8.6,0.014,43.2,41.3,True
7.62,0.54,17.3,10.9,0.01,10.4,20.6,True
8.98,2.77,52.7,85.8,1.903,145.9,255.7,False
6.54,0.4,13.6,15.6,0.01,29.6,19.3,True
7.4,0.25,20.8,11.7,0.029,23.9,37.9,True
5.32,3.21,59.6,80.1,0.654,238.3,341.7,False
6.6,0.46,12.4,11.0,0.006,11.1,58.0,True
7.65,0.39,10.1,20.8,0.036,15.7,52.8,True
7.4,0.84,17.6,14.0,0.029,22.0,32.6,True
7.63,0.81,13.0,14.8,0.036,17.6,42.3,True
7.23,0.21,20.7,21.1,0.038,10.9,51.4,True
6.9,0.58,19.2,14.6,0.032,18.7,25.9,True
5.28,2.8,38.7,55.0,1.314,203.4,370.3,False
6.89,0.89,14.6,24.7,0.019,23.8,31.9,True
6.66,0.66,19.6,6.8,0.026,10.3,26.8,True
5.27,4.03,62.7,56.3,1.214,259.7,310.0,False
6.69,0.24,17.5,7.6,0.025,11.0,46.8,True
4.98,2.29,57.9,82.3,1.443,183.6,255.3,False
7.01,0.24,12.8,10.7,0.013,10.9,33.6,True
5.43,3.15,35.2,53.5,0.831,150.8,299.8,False
7.76,0.37,12.1,9.0,0.038,16.9,19.2,True
8.33,4.44,39.4,52.0,0.583,267.6,350.0,False
9.79,3.72,36.1,69.6,1.557,197.6,371.1,False
7.14,0.25,14.9,12.2,0.028,25.2,54.8,True
6.93,0.38,12.9,20.3,0.005,22.9,58.8,True
6.86,0.51,13.8,16.1,0.027,26.4,16.1,True
8.53,3.33,36.2,63.3,1.656,142.0,339.3,False
8.58,3.32,40.1,66.8,1.283,237.3,331.0,False
6.9,0.72,16.6,6.9,0.007,25.3,45.5,True
6.98,0.41,13.7,11.4,0.03,38.0,35.0,True
7.32,0.66,11.6,15.7,0.009,37.6,52.0,True
6.86,0.7,18.7,6.9,0.022,15.8,31.6,True
5.79,3.98,44.1,58.1,0.828,277.6,224.0,False
9.08,4.06,56.9,62.2,0.826,194.6,390.4,False
7.36,0.23,21.5,18.5,0.036,18.3,38.8,True
7.71,0.89,21.8,23.6,0.007,15.8,31.6,True
6.58,0.45,21.5,20.9,0.014,41.9,58.1,True
8.88,3.75,42.3,75.3,1.653,193.1,303.7,False
6.72,0.83,10.1,6.3,0.016,36.3,32.7,True
6.52,0.87,12.1,22.6,0.018,29.1,27.9,True
7.75,0.43,21.6,12.9,0.007,13.4,20.7,True
7.28,0.4,19.9,10.9,0.035,36.2,26.7,True
5.69,3.58,61.4,71.8,1.857,214.3,191.3,False
7.63,0.32,15.5,7.0,0.039,29.3,50.7,True
7.0,0.34,18.1,16.9,0.009,34.5,31.7,True
7.0,0.78,13.8,15.8,0.008,16.4,43.6,True
7.19,0.29,16.9,20.4,0.012,10.7,32.8,True
6.82,0.67,20.6,21.5,0.024,15.0,55.3,True
8.85,2.9,55.5,55.7,1.701,160.3,223.9,False
6.65,0.4,18.0,5.6,0.017,16.7,33.6,True
8.77,3.81,57.3,61.5,0.611,193.0,217.4,False
4.83,2.86,53.0,80.7,1.58,141.4,223.3,False
7.57,0.52,16.6,10.7,0.03,35.9,56.3,True
7.2,0.42,13.3,13.3,0.037,22.9,45.6,True
7.21,0.69,17.2,15.9,0.016,13.4,34.9,True
9.24,3.1,43.1,65.2,1.57,178.6,215.3,False
6.87,0.62,17.6,17.3,0.009,28.6,19.8,True
6.71,0.86,21.6,10.1,0.027,28.1,49.4,True
9.75,3.83,46.5,76.1,1.78,280.9,227.0,False
9.27,3.48,53.6,82.1,1.055,142.3,348.5,False
7.06,0.57,17.1,21.1,0.035,11.6,53.0,True
7.04,0.63,14.6,17.1,0.029,34.1,44.0,True
4.95,3.75,46.5,76.2,0.942,289.3,296.2,False
6.64,0.48,14.7,6.7,0.038,17.9,55.0,True
6.82,0.71,21.8,7.7,0.012,25.4,50.2,True
7.06,0.52,21.2,22.1,0.03,33.1,33.0,True
4.99,2.85,42.1,81.7,1.918,253.7,304.2,False
7.53,0.87,13.0,17.6,0.034,21.6,15.4,True
7.32,0.85,18.7,18.8,0.025,39.6,47.1,True
7.33,0.51,14.4,13.7,0.011,20.2,24.3,True
6.98,0.7,21.0,8.6,0.036,12.4,28.6,True
6.62,0.43,21.7,10.0,0.013,29.8,47.8,True
4.87,3.86,64.5,66.8,1.598,267.1,232.0,False
7.32,0.86,14.7,17.7,0.019,40.7,16.7,True
7.35,0.43,15.4,13.1,0.031,19.1,54.9,True
6.83,0.84,18.4,19.4,0.039,43.0,34.0,True
6.73,0.59,20.1,21.2,0.011,22.2,34.9,True
7.36,0.69,11.8,16.2,0.015,22.0,57.3,True
8.79,3.28,54.3,62.9,0.978,278.0,241.6,False
6.72,0.39,17.3,15.6,0.031,36.5,24.3,True
6.89,0.24,18.8,7.9,0.016,39.6,40.8,True
7.62,0.83,13.9,8.2,0.01,11.8,56.4,True
9.14,2.37,48.2,60.6,0.659,280.3,298.6,False
7.72,0.84,15.1,21.4,0.015,32.3,38.8,True
6.85,0.75,15.1,17.9,0.039,33.7,22.2,True
6.54,0.24,19.0,17.1,0.012,15.2,42.9,True
7.74,0.81,21.5,18.4,0.033,25.2,25.2,True
6.78,0.57,16.8,13.0,0.009,14.0,15.8,True
7.25,0.43,15.5,21.8,0.006,26.6,55.6,True
6.82,0.79,16.5,8.8,0.029,39.7,24.6,True
6.85,0.89,19.8,12.4,0.02,24.1,24.3,True
8.88,3.54,46.7,82.6,1.639,238.6,225.5,False
7.5,0.83,21.6,9.4,0.029,38.6,54.6,True
7.35,0.3,19.2,15.1,0.033,22.7,45.0,True
9.02,4.45,35.2,78.1,0.721,180.3,315.3,False
7.02,0.41,16.2,13.9,0.03,26.9,35.3,True
9.73,3.09,43.2,89.2,1.958,252.9,300.2,False
6.56,0.9,15.4,11.3,0.038,38.3,28.9,True
6.97,0.75,19.0,23.1,0.011,39.3,30.7,True
4.84,3.62,58.8,89.5,1.168,268.2,255.3,False
4.79,3.27,38.2,86.1,1.659,157.3,204.1,False
7.2,0.21,13.4,15.0,0.011,11.7,46.1,True
5.5,2.7,51.0,82.7,0.885,221.9,288.7,False
7.66,0.78,17.5,20.7,0.03,16.2,41.2,True
6.66,0.84,16.1,22.0,0.022,31.0,29.7,True
6.74,0.55,19.6,10.0,0.024,32.4,37.4,True
7.41,0.45,19.5,15.1,0.014,28.3,19.3,True
7.58,0.66,12.7,8.9,0.018,14.0,58.7,True
7.76,0.29,10.0,24.9,0.029,28.2,25.0,True
4.99,3.59,42.2,52.8,1.119,214.5,205.8,False
7.73,0.4,16.2,5.7,0.011,19.1,33.0,True
7.69,0.3,18.8,10.4,0.04,10.7,24.9,True
7.61,0.44,16.1,17.1,0.023,33.1,24.1,True
7.04,0.49,21.7,11.2,0.013,40.7,26.8,True
7.25,0.7,20.3,15.0,0.025,25.2,56.2,True
7.08,0.69,19.0,21.9,0.021,22.8,23.7,True
8.74,3.77,55.3,51.4,1.727,149.2,299.0,False
7.42,0.28,20.7,15.4,0.031,25.0,25.9,True
6.64,0.84,14.3,8.1,0.039,14.8,55.9,True
8.88,2.81,50.0,58.2,1.203,144.0,381.9,False
7.2,0.25,17.2,7.7,0.036,42.5,32.2,True
7.17,0.77,16.6,20.9,0.017,26.4,25.3,True
4.63,4.04,57.3,87.2,1.485,224.6,274.6,False
5.25,2.48,59.6,59.1,0.809,265.5,360.1,False
6.93,0.5,10.6,21.0,0.033,15.5,21.9,True
7.31,0.59,13.7,13.0,0.032,17.6,38.9,True
7.3,0.8,21.4,6.1,0.02,17.8,58.5,True
7.4,0.5,20.2,17.8,0.031,23.7,25.4,True
7.65,0.53,17.7,24.9,0.013,10.8,15.1,True
5.37,4.19,53.7,62.7,0.511,188.9,204.8,False
7.22,0.5,12.9,21.6,0.035,38.6,49.8,True
8.86,2.91,37.4,76.3,0.605,213.5,371.7,False
7.43,0.6,16.3,8.8,0.019,19.9,41.4,True
7.33,0.32,10.1,10.2,0.011,31.1,26.2,True
8.39,4.3,43.4,75.4,1.567,200.0,250.8,False
7.13,0.31,14.0,21.9,0.031,13.5,56.1,True
5.05,2.55,55.0,87.4,1.147,148.4,317.5,False
6.75,0.21,13.1,7.2,0.007,35.3,59.9,True
7.38,0.87,15.1,7.7,0.038,38.3,17.4,True
7.52,0.65,13.9,14.4,0.034,40.4,31.7,True
6.87,0.5,12.2,23.6,0.019,20.9,39.8,True
8.49,3.85,49.3,77.0,1.687,184.7,278.6,False
5.55,3.1,51.9,67.2,1.972,191.0,338.5,False
6.79,0.69,11.1,19.3,0.015,37.3,55.0,True
8.32,3.11,45.5,81.4,1.46,241.9,242.3,False
6.55,0.87,16.4,16.6,0.035,38.0,41.9,True
7.42,0.71,17.0,12.2,0.03,12.8,16.2,True
6.7,0.68,13.1,6.2,0.037,42.6,40.5,True
6.72,0.69,18.8,22.7,0.026,41.3,19.9,True
6.54,0.86,13.7,7.7,0.029,21.6,30.3,True
7.22,0.81,10.9,22.5,0.01,14.3,54.0,True
7.33,0.5,10.3,8.9,0.023,20.2,40.1,True
6.65,0.66,19.1,20.0,0.009,14.9,55.7,True
7.18,0.22,20.6,17.4,0.027,42.6,56.6,True
7.08,0.66,13.2,12.4,0.024,28.5,37.7,True
8.49,2.67,43.4,87.9,1.609,283.4,262.8,False
6.76,0.39,14.7,24.6,0.011,33.9,20.5,True
7.72,0.84,17.4,8.5,0.028,41.9,25.4,True
7.23,0.55,11.5,6.8,0.026,40.2,17.8,True
7.19,0.64,21.7,6.0,0.016,45.0,42.4,True
7.11,0.55,12.1,22.6,0.022,10.3,55.0,True
7.02,0.29,10.1,23.5,0.039,28.2,30.5,True
7.66,0.78,10.8,8.6,0.036,25.6,33.7,True
5.49,3.08,36.9,76.5,1.738,283.6,193.4,False
5.68,4.0,62.3,80.8,1.081,186.6,228.2,False
9.41,3.28,46.6,82.4,1.924,262.8,343.0,False
7.56,0.46,12.8,13.7,0.024,16.5,29.7,True
6.9,0.83,17.2,10.9,0.013,38.9,42.4,True
9.22,3.15,53.4,87.0,1.444,196.9,342.3,False
7.04,0.71,11.8,24.9,0.01,10.0,47.8,True
6.9,0.87,18.3,8.2,0.025,28.9,49.0,True
7.11,0.55,20.1,5.9,0.032,36.5,59.4,True
8.85,2.61,40.3,56.7,1.839,168.1,197.3,False
5.47,3.8,60.3,69.5,1.473,278.1,267.3,False
9.21,2.93,43.8,71.3,1.876,289.6,273.9,False
7.29,0.75,17.1,18.5,0.01,40.5,43.2,True
9.0,2.74,37.9,85.5,0.616,220.8,276.3,False
7.24,0.21,19.8,14.6,0.006,30.0,20.2,True
5.54,3.3,41.8,81.9,1.439,148.6,213.0,False
6.61,0.67,12.9,17.7,0.018,25.0,16.1,True
7.65,0.89,16.9,8.1,0.026,39.3,20.8,True
6.62,0.27,20.4,5.5,0.034,10.9,22.3,True
7.08,0.52,18.7,17.4,0.038,32.8,27.1,True
5.71,2.96,49.1,72.9,1.771,246.3,227.7,False
7.09,0.51,21.5,14.5,0.014,39.9,20.5,True
7.3,0.82,21.8,20.7,0.009,30.6,17.9,True
7.04,0.39,18.1,15.5,0.038,14.6,19.2,True
4.6,2.59,55.3,57.8,1.68,150.2,362.6,False
7.33,0.79,15.0,18.6,0.021,22.4,17.4,True
6.96,0.25,10.2,17.3,0.012,18.7,50.3,True
9.62,2.43,40.5,80.2,1.137,230.6,270.3,False
7.08,0.57,10.5,17.2,0.038,43.9,40.1,True
5.48,2.3,59.6,81.7,1.15,271.9,300.6,False
7.51,0.6,18.1,24.0,0.019,18.3,58.2,True
7.18,0.34,18.5,15.0,0.006,36.4,24.0,True
6.68,0.82,13.2,6.9,0.03,11.8,42.8,True
5.44,3.79,61.5,77.2,1.865,222.4,211.4,False
7.5,0.57,14.8,23.3,0.017,29.3,17.4,True
8.57,4.41,42.6,73.7,1.702,216.1,296.2,False
8.72,3.02,37.7,62.9,1.591,282.6,359.3,False
7.2,0.26,15.5,16.8,0.006,34.2,59.7,True
6.83,0.7,16.2,19.6,0.03,32.0,17.4,True
6.88,0.5,15.9,18.0,0.024,17.8,46.8,True
4.78,2.61,52.1,71.4,0.892,181.6,385.2,False
5.71,4.03,44.0,75.4,1.916,145.1,255.0,False
5.53,3.48,41.9,54.7,0.505,161.3,241.1,False
8.76,4.05,50.3,80.6,1.94,219.1,262.7,False
5.09,2.42,58.7,89.5,1.041,206.3,381.3,False
6.51,0.4,21.2,17.0,0.005,16.1,23.7,True
7.46,0.7,20.2,22.6,0.039,30.4,53.6,True
9.65,2.64,40.8,85.1,1.741,221.3,384.1,False
7.32,0.21,20.9,7.4,0.028,32.9,22.1,True
6.8,0.45,20.2,19.7,0.013,27.7,34.4,True
9.53,2.28,41.5,81.9,0.887,246.2,205.7,False
6.99,0.71,18.7,20.9,0.015,27.5,50.9,True
6.71,0.64,20.4,8.7,0.026,12.8,51.4,True
7.06,0.35,12.7,7.4,0.027,37.5,20.2,True
7.23,0.83,11.0,5.1,0.033,31.9,43.7,True
4.63,2.23,44.3,57.5,1.337,270.4,351.6,False
7.69,0.56,21.0,5.2,0.031,27.9,51.3,True
6.95,0.39,14.9,5.9,0.027,17.9,41.8,True
7.22,0.29,20.0,5.9,0.01,16.1,23.2,True
7.32,0.8,17.7,17.1,0.022,43.3,36.6,True
9.66,3.11,62.1,57.1,0.52,160.7,321.7,False
7.71,0.22,18.0,12.4,0.005,40.2,26.6,True
6.63,0.5,21.7,14.8,0.019,30.5,49.4,True
7.16,0.62,15.9,15.7,0.021,29.7,49.6,True
6.81,0.74,14.6,7.8,0.028,21.0,21.8,True
6.65,0.68,13.0,6.7,0.016,16.1,22.8,True
6.96,0.5,17.2,22.4,0.029,14.2,45.5,True
7.64,0.88,14.8,22.8,0.018,24.3,57.2,True
7.48,0.43,15.1,19.1,0.02,34.4,34.9,True
7.38,0.52,11.1,12.7,0.04,44.3,30.2,True
6.73,0.88,13.7,24.6,0.007,16.2,41.6,True
7.36,0.26,15.6,24.4,0.036,39.8,44.0,True
8.53,4.4,54.9,53.8,1.945,237.7,226.4,False
7.08,0.63,19.2,24.1,0.019,11.4,47.9,True
7.6,0.54,12.0,22.2,0.02,11.4,38.6,True
7.31,0.28,15.4,8.8,0.009,12.9,52.5,True
6.89,0.57,12.0,11.9,0.009,34.8,46.7,True
7.78,0.34,12.6,23.0,0.034,27.6,46.2,True
7.65,0.44,12.5,10.5,0.013,40.2,30.1,True
4.68,3.55,42.4,78.5,1.549,181.2,258.1,False
5.75,4.14,56.6,75.8,1.851,293.7,244.0,False
7.45,0.54,17.7,15.9,0.018,11.2,32.1,True
7.28,0.5,18.5,19.9,0.026,44.2,21.9,True
9.75,4.1,47.4,60.0,1.966,171.6,271.8,False
7.09,0.82,16.7,13.9,0.022,34.4,42.8,True
7.62,0.67,19.2,21.4,0.025,23.9,17.5,True
7.53,0.36,14.0,19.1,0.013,17.8,26.9,True
7.47,0.87,12.9,16.1,0.009,16.3,32.8,True
6.58,0.28,17.1,11.5,0.036,44.0,19.2,True
5.2,2.98,57.7,58.6,1.768,275.8,319.0,False
6.75,0.34,17.3,12.3,0.029,41.6,59.7,True
8.85,2.61,64.4,82.5,1.269,186.7,365.0,False
6.9,0.73,14.1,7.8,0.039,42.0,43.4,True
7.59,0.25,19.3,12.8,0.005,41.4,17.9,True
8.66,2.53,49.1,73.5,1.329,153.8,236.5,False
6.95,0.55,15.6,6.1,0.015,16.9,59.1,True
9.2,3.35,51.2,55.8,1.135,145.3,248.6,False
7.33,0.49,10.2,23.2,0.04,33.9,46.3,True
7.11,0.25,17.5,5.3,0.037,34.9,29.4,True
8.51,4.11,49.7,71.2,1.349,252.2,375.4,False
6.79,0.33,21.8,9.6,0.021,22.2,44.4,True
4.97,2.65,48.6,53.1,1.078,253.0,217.0,False
7.14,0.45,21.7,22.6,0.015,36.0,24.9,True
7.51,0.22,11.5,5.7,0.038,20.6,32.1,True
6.84,0.42,22.0,15.2,0.022,32.8,28.6,True
6.98,0.6,21.6,8.2,0.029,41.2,23.6,True
6.75,0.69,20.1,7.6,0.026,42.5,57.6,True
5.29,3.95,62.0,63.8,1.218,170.9,225.3,False
9.27,3.22,38.2,74.6,0.79,288.9,288.6,False
7.0,0.83,14.6,7.1,0.007,21.9,55.0,True
6.58,0.81,16.9,24.6,0.035,37.7,21.9,True
7.27,0.88,17.9,18.8,0.027,44.8,23.1,True
8.35,3.11,35.5,68.7,1.67,162.3,257.4,False
6.61,0.52,16.0,13.8,0.039,23.3,51.8,True
6.92,0.41,14.7,5.8,0.022,15.0,30.0,True
9.52,2.48,58.8,86.3,0.671,273.2,384.8,False
8.52,3.46,51.8,52.9,0.507,277.6,356.1,False
