Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
64.3,43.5,338.2,6.48,3.35,0.14,TinliKumlu,Biber,450.9,23.5,1,0,1798
68.1,36.7,252.1,5.87,3.4,0.31,KumluTinli,YemSalgamı,545.2,17.9,1,1,3315
60.4,48.4,298.2,6.94,2.35,0.46,Tinli,Tütün,462.5,19.5,1,1,4898
50.4,37.3,230.8,6.96,2.95,0.36,Killi,Soya,580.7,17.9,1,1,5204
62.6,53.2,256.3,7.1,3.59,0.34,MilliTinli,Tere,379.5,24.5,1,1,2129
92.0,61.6,250.5,6.07,2.55,0.24,TinliKumlu,Turp,354.9,25.4,1,1,1883
66.4,24.9,190.8,5.64,2.69,0.24,Tinli,Ceviz,668.5,18.4,0,0,3121
87.3,52.2,372.4,6.58,3.79,0.34,MilliTinli,TazeSogan,265.7,18.3,1,1,2124
97.6,46.9,241.3,6.79,4.5,0.19,MilliTinli,Hiyar,475.7,21.1,1,1,5704
75.9,30.1,266.8,7.14,2.08,0.27,Tinli,AdaCayi,746.9,13.7,1,1,3128
26.1,30.6,216.6,6.53,1.62,0.5,MilliTinli,Burçak,378.5,13.4,0,1,301
58.6,26.7,192.0,6.06,3.42,0.28,KumluTinli,YemSalgamı,758.6,15.3,1,1,3314
40.0,23.6,247.5,6.59,3.93,0.31,KilliTinli,Biberiye,603.5,12.2,0,1,3741
70.6,23.0,202.1,6.47,3.96,0.34,KilliTinli,Rezene,571.5,14.9,1,1,3673
75.8,45.1,248.1,7.33,3.48,0.24,AgirKilli,SekerPancari,416.9,21.1,1,1,5897
93.5,54.2,363.5,7.19,2.72,0.42,KumluTinli,Turp,480.0,25.2,1,0,1861
54.2,43.0,299.9,5.64,3.02,0.15,Tinli,Zeytin,796.4,19.4,0,1,3312
54.8,31.5,228.2,6.83,1.7,0.44,Killi,Arpa,487.7,13.9,1,1,689
59.4,29.0,248.5,7.38,3.56,0.21,KumluTinli,Lavanta,623.2,12.5,1,1,3306
27.8,34.0,227.4,6.93,1.51,0.34,MilliTinli,Fiğ,368.8,10.4,0,1,295
58.4,32.0,218.3,6.92,3.48,0.29,KumluTinli,Limon,882.1,12.1,0,1,3638
36.0,31.1,207.8,6.67,1.61,0.38,Killi,Fiğ,359.0,13.5,0,1,288
77.3,38.4,206.0,5.6,3.66,0.1,KilliTinli,MeyanKoku,547.4,14.7,1,1,3785
78.7,44.6,343.8,6.89,3.54,0.11,MilliTinli,Tere,401.7,22.5,1,1,2056
41.8,27.4,216.9,6.59,3.84,0.37,Tinli,Yonca,865.3,13.3,0,1,3440
54.2,33.0,160.2,7.56,1.81,0.43,Tinli,Fasulye,437.5,11.2,0,1,325
43.9,43.8,233.7,5.95,3.7,0.15,Tinli,Ayva,867.9,14.2,1,1,3595
55.5,26.5,228.9,6.34,3.06,0.31,KilliTinli,Biberiye,838.5,12.5,1,1,3347
89.7,55.2,376.2,6.85,2.52,0.11,KumluTinli,Maydanoz,376.6,22.5,1,1,1911
71.9,33.3,234.7,6.48,2.06,0.21,KilliTinli,Korunga,828.1,17.2,0,0,3049
79.8,41.3,186.9,7.22,2.52,0.2,KilliTinli,Nane,612.2,12.7,0,0,2874
105.8,47.2,245.5,6.11,2.72,0.3,MilliTinli,Kereviz,338.2,21.2,1,1,2041
52.2,23.2,203.4,7.76,1.55,0.7,Killi,Mercimek,440.0,13.4,0,0,261
47.8,28.8,243.5,6.4,3.09,0.31,Tinli,Yonca,860.7,15.9,1,1,3600
74.6,25.7,253.4,7.36,2.22,0.2,Tinli,Aspir,655.1,19.5,1,1,4957
78.2,60.5,344.5,7.14,1.53,0.33,MilliTinli,Karpuz,499.3,23.0,1,1,4920
34.1,22.2,160.3,7.03,1.61,1.06,MilliTinli,Bugday,429.1,12.7,0,0,252
61.4,25.2,249.6,5.73,3.99,0.27,KilliTinli,Zeytin,589.8,18.4,1,1,3612
36.1,18.1,232.5,7.75,1.22,0.44,MilliTinli,Burçak,524.0,13.4,1,1,633
26.9,24.2,229.4,6.92,2.17,0.36,Killi,Burçak,500.1,13.5,0,1,314
66.3,64.5,348.7,6.79,3.0,0.33,KumluTinli,Prasa,449.7,23.7,1,1,1922
41.4,25.4,263.5,6.99,3.03,0.26,KumluTinli,Papatya,657.0,13.7,1,1,3390
67.4,29.3,287.6,6.77,3.71,0.25,KilliTinli,Zeytin,741.3,15.3,1,1,3763
42.9,25.0,219.7,5.51,3.23,0.26,KumluTinli,Seftali,671.6,19.0,1,1,3535
43.4,26.7,285.8,6.2,3.29,0.24,KilliTinli,Incir,611.6,17.6,1,1,3412
101.2,45.5,304.8,6.75,2.44,0.26,MilliTinli,Karpuz,430.5,22.8,1,1,5600
48.6,23.4,234.3,6.83,2.06,0.35,KilliTinli,OglanOtu,899.8,18.8,0,1,3275
54.8,33.7,204.8,7.42,2.86,0.24,Tinli,Kimyon,524.3,14.2,1,1,3618
78.5,61.4,281.1,7.06,4.39,0.22,KumluTinli,TazeSogan,474.5,18.9,1,1,2246
66.0,37.6,232.7,5.95,3.05,0.37,Tinli,Anason,889.3,19.4,1,1,3437
54.6,30.1,248.0,6.55,2.37,0.39,KumluTinli,Nar,762.5,13.7,0,1,3080
63.0,38.5,235.3,5.74,2.26,0.33,Tinli,Anason,745.9,17.6,0,1,3181
59.4,27.1,244.9,6.15,3.91,0.29,Tinli,Safran,691.2,18.7,1,1,3550
43.7,19.0,211.1,6.98,1.98,0.48,Killi,Mercimek,433.1,10.6,0,1,337
57.9,44.7,250.1,6.95,3.33,0.13,KumluTinli,Seftali,804.1,18.3,1,1,3431
59.2,31.5,299.3,5.76,2.02,0.17,KilliTinli,Cilek,691.5,17.2,1,1,3152
73.4,43.8,185.4,6.48,3.24,0.35,Tinli,MeyanKoku,551.1,19.1,0,1,3597
58.6,37.5,244.6,6.97,2.02,0.54,AgirKilli,Susam,477.5,16.7,1,1,5074
58.4,37.1,221.2,6.13,2.04,0.32,KumluTinli,Visne,641.0,14.2,1,1,3406
63.1,44.1,182.6,7.17,3.66,0.2,Tinli,Nar,801.1,19.0,0,1,3484
36.4,15.9,199.9,6.9,1.26,0.72,Killi,Mercimek,450.7,12.0,1,1,632
44.1,21.7,273.1,6.16,2.92,0.14,KumluTinli,Rezene,691.4,16.5,0,1,3347
54.2,35.7,262.7,6.43,3.71,0.16,KumluTinli,Biberiye,781.2,12.8,1,1,3620
85.3,41.4,299.6,7.7,2.48,0.2,Killi,Soya,581.5,17.4,1,1,5261
67.9,39.8,275.5,6.7,2.93,0.39,Tinli,Mandalina,830.3,16.5,1,1,3545
108.5,56.5,278.1,6.26,4.24,0.15,KumluTinli,Domates,398.4,25.5,1,1,5675
70.1,35.4,311.0,6.96,3.28,0.39,TinliKumlu,Maydanoz,413.2,19.4,1,1,1924
57.9,42.4,269.1,6.68,3.18,0.32,Tinli,Limon,657.2,16.0,1,1,3204
60.8,26.4,208.9,5.71,2.48,0.21,KumluTinli,Mandalina,622.2,12.9,1,1,3154
82.3,49.0,314.7,6.0,4.28,0.41,TinliKumlu,Tere,403.8,21.7,1,1,2153
51.1,44.6,227.0,6.79,2.62,0.12,KumluTinli,Zeytin,897.6,13.9,1,1,3602
79.2,43.6,235.0,6.3,2.96,0.28,KilliTinli,Nar,648.9,14.9,1,1,3175
54.5,28.3,291.4,7.37,2.55,0.36,KumluTinli,Elma,846.5,17.2,1,1,3239
109.2,39.5,264.9,6.79,3.75,0.46,KumluTinli,Hiyar,476.6,19.7,1,1,5369
57.2,41.2,184.6,7.33,3.62,0.33,Tinli,Muz,600.4,16.7,1,1,3655
109.6,42.0,360.3,7.12,2.83,0.24,KumluTinli,Prasa,323.0,19.7,1,1,2029
41.0,42.4,222.4,6.03,2.88,0.13,KumluTinli,Visne,785.3,19.0,1,1,3355
57.6,22.1,248.7,6.6,2.11,0.31,Tinli,Mandalina,551.0,13.0,1,1,3337
68.4,52.3,284.8,6.49,3.67,0.33,MilliTinli,TazeSogan,293.5,20.7,1,1,2032
48.6,37.0,199.7,6.11,3.19,0.11,KumluTinli,Nar,820.2,13.5,0,1,3353
77.4,30.9,226.9,6.83,2.36,0.4,Tinli,Visne,711.1,12.7,0,1,3468
79.8,23.5,235.3,5.54,3.38,0.4,KilliTinli,Armut,645.7,15.8,0,1,3637
81.7,42.6,213.1,7.4,3.39,0.35,AgirKilli,YerFistigi,506.8,21.2,0,1,5579
59.3,39.9,218.2,7.25,2.69,0.33,Tinli,Findik,869.9,19.2,1,1,3353
69.6,42.8,313.8,6.22,3.98,0.25,MilliTinli,Tere,414.0,20.9,1,1,2184
59.2,21.7,280.1,6.73,3.04,0.36,Tinli,Mandalina,887.7,16.1,1,1,3563
41.2,20.9,160.3,7.72,1.33,0.41,Tinli,Bugday,353.2,13.3,1,1,669
79.1,26.3,189.1,6.73,3.43,0.21,Tinli,Portakal,723.2,13.1,0,1,3302
77.6,35.7,352.6,6.57,3.32,0.36,KumluTinli,Turp,431.9,25.9,1,1,2023
50.6,28.0,275.2,5.53,2.83,0.24,KilliTinli,Ceviz,525.3,14.3,1,0,2917
54.5,31.3,284.1,5.54,2.8,0.28,Tinli,SiloMisiri,688.0,13.4,0,1,3555
72.5,37.1,243.6,5.79,3.25,0.39,Tinli,Zeytin,809.0,15.8,1,1,3488
71.6,35.4,201.0,7.29,2.95,0.46,Killi,Kenevir,425.4,17.7,1,1,5414
67.0,44.0,286.5,5.8,2.23,0.35,KilliTinli,Papatya,845.2,19.4,1,1,3128
84.4,46.9,298.2,7.68,2.79,0.32,Tinli,Pamuk,496.2,18.0,1,1,422
60.9,38.7,259.3,6.82,2.75,0.34,Tinli,SekerPancari,424.8,17.4,0,1,5056
43.0,23.7,278.0,7.41,3.36,0.36,Tinli,Cilek,752.9,13.3,1,0,3259
81.3,35.2,232.1,7.33,3.21,0.34,AgirKilli,Kenevir,578.4,14.6,1,1,5759
68.5,35.9,292.1,6.19,2.38,0.26,KilliTinli,Nane,713.4,15.4,0,1,3104
81.3,58.2,345.6,6.74,3.09,0.4,TinliKumlu,Domates,286.1,21.1,1,1,5192
50.3,25.3,205.3,7.04,2.01,0.91,MilliTinli,Fasulye,334.1,11.5,0,1,290
30.5,26.6,163.7,7.69,1.4,0.72,Tinli,Fasulye,469.7,10.8,0,1,312
76.3,35.2,203.8,7.08,3.16,0.62,Killi,Aspir,643.7,17.1,0,1,5067
101.4,57.5,326.1,7.08,3.12,0.28,TinliKumlu,Maydanoz,467.7,22.9,1,1,2146
64.4,61.2,317.1,6.66,3.56,0.33,KumluTinli,Turp,288.2,23.9,1,1,2067
31.5,30.1,188.6,7.21,1.71,0.52,Tinli,Yulaf,408.1,12.8,0,1,288
67.7,49.7,227.7,6.81,3.35,0.5,Tinli,Aspir,570.5,20.7,0,0,5022
65.2,22.4,287.3,6.33,3.11,0.35,Tinli,Rezene,516.2,19.4,1,1,3311
66.0,37.4,292.9,7.38,2.66,0.28,Tinli,Armut,748.0,13.5,1,1,3485
79.4,24.2,255.2,5.56,2.59,0.35,KumluTinli,Rezene,579.1,12.2,1,1,3192
81.2,29.7,262.1,7.71,3.08,0.51,Tinli,Kenevir,434.9,20.9,1,1,5339
74.8,29.7,183.4,6.96,3.57,0.13,Tinli,Kusburnu,605.6,18.1,0,1,3407
53.8,45.8,288.5,7.23,2.08,0.63,Killi,Soya,584.0,19.5,1,1,5224
33.8,29.3,198.2,7.61,1.64,1.08,Tinli,Bugday,494.7,13.4,1,1,647
88.9,44.6,283.4,6.69,3.14,0.49,MilliTinli,Maydanoz,293.6,18.5,1,1,1903
32.6,30.0,202.3,6.78,1.32,0.69,Tinli,Fasulye,429.0,10.0,1,1,669
66.1,25.1,197.2,5.67,3.85,0.11,Tinli,Lavanta,592.2,13.2,1,0,3054
99.4,64.3,278.6,6.36,3.46,0.11,KumluTinli,Patlican,480.8,19.3,1,1,2133
102.7,42.4,364.2,6.64,3.3,0.42,KumluTinli,Hiyar,449.4,25.5,1,1,5820
61.9,53.3,378.3,6.54,3.22,0.11,KumluTinli,Patlican,271.2,21.5,1,1,2230
46.4,27.6,257.1,7.13,3.48,0.27,Tinli,Mandalina,610.0,19.4,0,1,3441
100.1,46.7,324.8,6.46,3.66,0.47,MilliTinli,Biber,480.5,21.7,1,1,2207
86.9,41.6,251.9,7.87,3.11,0.72,Tinli,Kanola,613.6,20.8,1,1,5093
80.0,29.1,212.0,7.06,2.37,0.45,Killi,Kenevir,431.1,16.8,1,1,5404
42.7,21.1,296.0,5.99,3.21,0.27,Tinli,Armut,558.8,12.0,1,1,3538
49.0,17.7,233.0,6.8,1.58,0.58,MilliTinli,Misir,482.7,13.1,0,1,320
60.6,39.5,230.8,5.88,3.78,0.24,Tinli,Rezene,762.6,18.6,1,1,3571
42.8,30.1,165.5,7.37,1.61,0.48,Killi,Fiğ,415.1,13.4,0,1,328
69.3,32.8,184.5,7.05,3.84,0.11,KilliTinli,AdaCayi,879.8,16.5,1,1,3537
59.6,31.2,210.1,6.67,3.98,0.23,KilliTinli,Salep,769.6,18.5,1,1,3762
108.1,42.9,254.5,7.16,2.74,0.25,MilliTinli,Biber,378.0,24.6,1,1,2045
73.8,32.5,283.7,7.06,3.0,0.37,KilliTinli,OglanOtu,552.8,14.4,1,1,3519
101.5,37.3,367.9,6.83,3.15,0.39,KumluTinli,Lahana,485.9,19.9,1,1,5642
43.9,22.4,205.5,5.53,2.87,0.13,Tinli,Cay,692.1,18.2,1,1,3617
68.5,22.3,223.7,6.51,2.54,0.24,KumluTinli,Kestane,620.1,19.8,1,1,3134
47.2,44.6,270.5,6.61,3.2,0.36,KumluTinli,Portakal,733.0,14.7,0,1,3611
47.6,30.0,205.4,6.9,1.57,0.77,Tinli,Fiğ,334.8,10.1,0,1,311
66.4,60.1,345.8,6.67,3.48,0.49,MilliTinli,Marul,257.6,18.4,1,1,2112
51.7,45.9,228.3,6.92,2.51,0.61,Killi,Tütün,450.0,19.8,1,1,5041
71.5,28.8,237.0,5.62,3.65,0.16,KumluTinli,Greyfurt,853.7,17.3,1,1,3762
54.2,18.9,205.4,6.59,1.27,0.33,MilliTinli,Fiğ,504.6,11.7,0,1,286
55.8,22.3,223.1,6.73,2.75,0.29,KumluTinli,Kusburnu,884.4,17.6,0,0,3049
102.5,56.7,263.2,6.21,4.35,0.35,MilliTinli,Tere,331.6,21.8,1,1,2151
55.6,26.2,289.6,6.63,2.66,0.21,Tinli,MeyanKoku,668.9,17.1,1,1,3438
54.9,22.2,211.7,6.06,3.93,0.11,KilliTinli,Biberiye,805.7,14.4,1,1,3793
31.8,17.9,184.4,6.76,1.64,0.42,Killi,Celtik,506.9,13.9,1,1,693
49.9,19.2,183.4,7.23,1.83,0.73,Tinli,Bezelye,473.5,11.4,0,1,290
66.5,44.2,347.5,7.0,3.13,0.26,TinliKumlu,Havuc,419.0,18.1,1,1,2024
79.6,32.4,263.4,5.88,2.8,0.11,KilliTinli,Korunga,548.1,17.5,1,1,3222
66.8,27.9,269.2,7.29,2.31,0.69,Killi,Aspir,540.1,21.4,1,1,4979
99.6,63.4,292.9,6.7,2.21,0.48,TinliKumlu,Karpuz,281.5,23.8,1,1,5237
50.5,40.5,237.8,6.65,2.87,0.28,KumluTinli,OglanOtu,850.1,14.8,1,1,3161
34.8,34.3,234.0,6.74,1.3,0.81,Tinli,Fiğ,475.5,10.3,1,1,654
68.8,29.2,281.8,6.03,3.79,0.2,KilliTinli,Salep,507.2,15.2,1,1,3564
39.7,29.5,224.2,7.17,1.57,0.51,Tinli,Fiğ,431.7,13.4,1,1,714
64.3,39.0,249.8,6.61,3.73,0.22,KumluTinli,Safran,612.9,12.2,0,0,3082
72.4,43.7,293.6,6.58,2.45,0.23,KilliTinli,Findik,661.4,12.6,1,1,3490
66.1,39.8,278.7,5.92,2.67,0.11,Tinli,Greyfurt,714.2,13.8,0,1,3318
49.7,40.3,296.8,6.25,3.07,0.31,KilliTinli,Seftali,742.7,17.6,0,1,3472
57.3,40.3,239.0,5.93,3.31,0.33,KumluTinli,Portakal,777.8,15.3,1,1,3215
50.4,34.8,224.0,7.75,1.99,0.45,Killi,Fiğ,330.9,13.3,1,1,688
48.1,34.0,237.8,6.63,2.44,0.37,Tinli,Findik,757.7,14.0,1,0,2807
75.9,42.3,216.9,7.67,2.05,0.47,Killi,Pamuk,419.4,20.7,1,1,379
41.5,29.7,218.4,7.44,1.59,0.95,Killi,Celtik,376.7,13.9,0,1,311
62.6,37.2,270.1,5.53,2.67,0.33,KilliTinli,Kestane,769.7,15.5,1,1,3354
40.4,34.7,234.8,6.95,1.44,0.41,MilliTinli,Yulaf,311.9,10.1,0,1,308
64.0,35.0,252.0,5.99,2.56,0.28,KilliTinli,Nane,667.6,18.7,1,1,3190
57.5,43.5,227.4,6.32,3.88,0.23,Tinli,Muz,520.4,15.6,1,1,3540
53.8,23.5,268.7,7.44,3.36,0.21,Tinli,Kestane,610.3,12.1,0,1,3468
92.3,44.7,255.1,6.09,2.94,0.41,KumluTinli,Biber,482.4,21.3,1,1,1963
76.6,34.4,256.8,5.94,3.99,0.19,Tinli,Salep,679.1,14.2,1,1,3695
49.9,30.8,169.5,7.43,1.99,0.94,MilliTinli,Cavdar,507.4,13.1,0,1,320
60.7,39.3,190.8,6.38,3.75,0.27,Tinli,Zeytin,531.1,18.6,0,1,3662
67.7,31.0,224.0,7.71,2.04,0.43,Tinli,YerFistigi,642.2,21.2,1,1,5182
70.6,40.0,181.0,6.3,2.77,0.13,KilliTinli,Papatya,676.5,12.1,0,1,3331
33.3,33.9,173.9,6.96,1.61,0.49,MilliTinli,Mercimek,364.6,11.8,0,1,328
78.4,46.3,276.3,7.52,2.73,0.76,AgirKilli,Pamuk,425.8,21.1,1,1,396
48.4,43.7,185.1,5.93,3.92,0.31,Tinli,Salep,873.1,13.5,1,1,3778
25.6,19.2,226.3,7.26,2.0,0.78,Killi,Arpa,464.6,11.9,0,1,317
62.6,35.8,254.1,6.51,2.31,0.24,KilliTinli,Ceviz,613.5,15.3,1,1,3460
70.2,29.6,286.0,7.38,2.81,0.3,KilliTinli,Seftali,631.5,12.6,1,0,3164
96.3,50.9,244.2,6.65,2.75,0.28,MilliTinli,Tere,323.1,23.0,1,1,1969
67.8,37.7,269.9,7.26,2.73,0.35,Tinli,Kusburnu,812.2,13.6,1,0,3011
26.5,27.5,194.5,7.38,1.47,0.72,Tinli,Yulaf,521.8,12.6,1,1,691
37.6,28.3,162.1,7.16,1.63,1.0,MilliTinli,Arpa,479.2,13.7,0,1,315
76.3,51.2,345.9,6.72,3.69,0.49,TinliKumlu,Roka,409.3,25.0,1,1,2108
73.5,21.3,269.8,7.15,3.59,0.14,KilliTinli,Ceviz,537.4,17.2,0,1,3647
73.1,39.3,293.1,6.8,3.42,0.33,KumluTinli,Salep,686.1,19.6,1,1,3467
29.5,34.2,170.8,6.67,1.41,1.08,Tinli,Mercimek,487.9,11.1,0,1,298
103.8,37.1,362.8,6.77,4.47,0.48,KumluTinli,Havuc,361.2,21.6,1,1,2124
79.5,38.4,260.2,7.92,2.33,0.37,AgirKilli,Keten,658.8,15.8,1,1,5071
31.8,34.6,188.9,6.7,1.89,0.83,Killi,Celtik,328.0,12.1,0,1,313
68.2,24.7,222.3,6.53,3.11,0.29,Tinli,Greyfurt,765.9,16.2,0,1,3204
81.8,44.0,284.3,7.91,2.39,0.4,AgirKilli,Kenevir,550.4,18.8,1,1,5228
49.4,20.4,216.1,5.9,2.99,0.15,Tinli,Papatya,762.5,16.7,1,1,3652
40.2,41.6,274.2,6.99,2.85,0.33,KilliTinli,SiloMisiri,664.7,19.0,0,1,3352
93.9,51.6,246.7,6.39,4.31,0.26,TinliKumlu,Prasa,494.3,18.0,1,1,2233
63.3,26.6,248.5,5.95,3.41,0.35,Tinli,Yonca,703.1,13.1,0,1,3665
90.2,55.7,319.7,6.6,4.23,0.27,TinliKumlu,TazeSogan,286.1,25.6,1,1,2274
33.4,27.0,176.4,6.62,2.17,0.48,Tinli,Misir,431.8,12.6,0,1,314
66.8,41.6,211.1,6.75,2.6,0.32,KumluTinli,Mandalina,872.6,13.9,1,1,3282
86.2,35.1,356.1,6.85,3.73,0.14,TinliKumlu,Tere,387.7,23.0,1,1,2025
54.6,20.7,289.3,6.89,2.97,0.17,KumluTinli,Kimyon,583.1,16.7,0,1,3496
58.0,39.2,293.7,7.22,3.49,0.1,Tinli,Incir,764.4,19.1,1,1,3309
49.7,38.3,255.0,7.01,3.57,0.4,KilliTinli,Armut,862.1,14.7,1,1,3333
69.8,38.1,241.0,7.31,2.92,0.22,Tinli,Incir,514.6,15.4,0,0,2942
108.5,51.8,348.8,7.16,2.8,0.18,MilliTinli,Kereviz,432.1,23.1,1,1,2144
104.2,39.0,256.3,6.17,2.57,0.32,TinliKumlu,Domates,370.5,21.3,1,1,5107
58.0,21.6,260.2,6.0,3.17,0.34,KilliTinli,Incir,722.5,12.7,0,1,3639
69.1,30.8,255.5,6.2,2.96,0.32,Tinli,Limon,690.0,14.7,1,1,3262
76.9,26.5,287.0,6.54,3.05,0.37,Tinli,Kiraz,895.8,16.6,1,1,3446
75.1,40.1,249.2,7.2,3.06,0.28,Tinli,Uzum,590.6,15.3,1,1,3185
72.8,54.2,377.1,6.89,3.57,0.23,KumluTinli,Hiyar,370.8,21.6,1,1,5405
65.0,29.2,288.8,6.38,3.73,0.3,KilliTinli,Visne,569.5,14.7,1,1,3619
41.6,38.5,184.0,6.45,3.9,0.21,KumluTinli,Elma,676.4,17.4,1,0,3179
80.0,50.4,287.9,7.01,4.06,0.49,TinliKumlu,Hiyar,412.9,20.6,1,1,5692
46.1,31.8,277.2,7.24,2.38,0.33,Tinli,Findik,606.7,14.4,1,1,3158
49.4,29.6,294.6,5.54,3.23,0.21,KumluTinli,Seftali,668.3,15.7,1,1,3704
55.7,40.9,282.2,6.75,3.36,0.36,Tinli,Kimyon,695.1,18.1,1,1,3346
59.2,28.6,314.7,7.68,2.21,0.64,Tinli,YerFistigi,574.9,16.5,1,1,4996
28.1,27.3,195.1,7.33,1.34,0.31,MilliTinli,Mercimek,541.0,12.9,0,1,310
104.4,55.2,258.3,7.13,2.9,0.24,MilliTinli,Biber,466.2,20.9,1,1,2001
60.4,45.1,295.8,7.09,3.73,0.29,KumluTinli,Kereviz,333.5,19.9,1,1,2108
72.9,49.7,276.8,7.08,2.81,0.25,MilliTinli,Havuc,350.8,23.5,1,1,2111
49.7,45.0,185.2,6.63,3.37,0.11,Tinli,Kimyon,772.9,19.0,0,1,3469
79.1,44.6,357.0,6.33,3.85,0.11,TinliKumlu,Biber,405.5,24.8,1,1,2054
32.9,33.1,171.5,7.24,1.83,0.31,Killi,Mercimek,494.9,13.8,1,1,648
47.8,33.0,232.9,5.76,3.37,0.32,KumluTinli,Kekik,574.6,14.4,1,1,3381
61.7,44.6,190.2,5.92,3.9,0.12,Tinli,Badem,637.2,12.1,1,1,3684
58.6,41.5,274.6,6.47,3.67,0.37,Tinli,Kekik,876.3,15.4,1,1,3516
61.5,21.2,224.5,6.37,3.89,0.18,KumluTinli,Kiraz,550.8,19.1,1,1,3487
44.3,28.7,213.5,5.66,3.69,0.39,Tinli,Kimyon,639.0,14.3,1,1,3295
60.2,31.6,203.7,7.15,2.65,0.28,KumluTinli,Limon,530.0,12.8,1,1,3218
73.5,23.5,182.5,7.3,3.81,0.17,Tinli,Kayisi,709.9,15.3,1,1,3639
56.5,33.3,218.6,5.92,2.37,0.17,KilliTinli,OglanOtu,829.2,17.4,1,1,3462
75.7,26.4,213.3,7.74,3.03,0.56,AgirKilli,YerFistigi,625.7,19.6,1,1,5521
78.7,41.8,211.9,7.45,2.81,0.29,KumluTinli,Papatya,869.8,17.4,0,1,3181
75.4,58.4,349.6,6.3,3.46,0.17,MilliTinli,Havuc,449.8,20.3,1,1,2085
50.2,24.9,211.2,6.77,3.62,0.13,KilliTinli,Portakal,685.9,15.1,0,1,3468
49.4,25.8,239.5,6.4,2.35,0.13,KumluTinli,Greyfurt,856.4,13.0,1,1,3133
51.1,24.8,287.2,6.33,2.91,0.27,Tinli,Kekik,706.8,14.1,1,1,3391
62.6,61.1,332.6,6.17,4.1,0.47,TinliKumlu,Prasa,441.9,20.7,1,1,2219
74.8,44.8,180.9,6.26,2.21,0.16,KilliTinli,Armut,564.2,15.8,1,1,3139
46.4,30.4,261.7,5.8,3.44,0.17,KumluTinli,Ayva,805.9,18.5,1,1,3477
66.4,46.6,264.9,6.88,3.39,0.24,MilliTinli,Roka,404.4,19.7,1,0,1841
45.4,31.2,298.4,6.74,3.09,0.26,Tinli,Nar,672.2,18.4,1,1,3363
70.7,33.5,190.3,6.17,2.43,0.26,KumluTinli,Portakal,580.5,12.9,0,0,2784
62.5,32.4,257.9,5.56,3.71,0.12,Tinli,AdaCayi,654.2,17.4,1,1,3830
36.9,34.2,178.8,7.78,1.89,1.18,MilliTinli,Bugday,382.6,12.3,1,1,607
29.1,27.8,195.0,6.97,2.17,1.12,Tinli,Burçak,469.3,13.0,0,1,296
75.5,34.1,239.0,7.29,3.75,0.29,KumluTinli,Nar,594.4,19.0,1,1,3675
49.2,30.7,188.2,6.96,3.43,0.32,KumluTinli,Cay,887.0,12.7,0,1,3468
63.2,37.9,258.9,6.85,4.43,0.33,KumluTinli,Kereviz,327.8,18.3,1,0,1871
50.4,23.2,174.1,7.41,1.81,1.11,Killi,Fiğ,339.7,10.1,0,1,306
61.7,30.1,264.5,7.37,3.46,0.3,KumluTinli,Kiraz,827.6,14.7,1,1,3683
71.4,31.5,198.4,6.88,2.79,0.19,KilliTinli,Erik,759.7,12.9,1,1,3178
29.3,29.4,163.1,7.75,1.97,0.33,Tinli,Bezelye,380.1,12.9,1,1,695
62.8,38.4,285.0,6.13,2.15,0.19,KumluTinli,Nane,562.6,14.7,1,1,3318
105.2,60.6,370.5,6.51,4.19,0.45,KumluTinli,Biber,357.1,23.5,1,1,2304
62.8,41.4,291.9,6.16,3.69,0.34,KilliTinli,Badem,539.3,19.6,0,1,3332
67.6,41.4,282.6,6.23,2.12,0.17,Tinli,Rezene,826.6,12.4,0,1,3139
42.6,31.8,192.0,7.13,1.98,0.42,Killi,Bugday,332.6,11.2,0,1,330
105.3,47.6,356.8,6.61,3.34,0.34,KumluTinli,Domates,396.5,19.7,1,1,5715
40.6,31.4,211.7,7.49,3.03,0.31,KumluTinli,OglanOtu,771.6,13.5,1,1,3289
48.3,40.4,257.7,6.99,2.27,0.14,Tinli,Safran,545.6,13.5,0,1,3113
72.7,34.3,252.8,6.91,3.15,0.39,KilliTinli,Seftali,688.4,19.4,0,1,3223
45.2,21.6,186.5,5.81,3.9,0.27,Tinli,Seftali,688.8,17.4,1,1,3565
44.2,42.3,287.0,7.49,2.39,0.13,KilliTinli,Kayisi,673.3,13.8,1,1,3440
43.6,39.2,206.0,5.72,2.75,0.14,KumluTinli,Ceviz,558.2,16.2,0,1,3555
88.8,37.8,253.3,7.74,2.59,0.59,AgirKilli,Susam,477.9,16.8,1,1,5262
52.9,32.2,227.2,6.77,2.85,0.22,Tinli,Limon,578.5,19.0,1,1,3311
56.7,23.1,231.8,6.24,2.72,0.33,KilliTinli,Erik,639.4,16.8,1,1,3152
101.2,46.9,335.0,6.24,3.67,0.13,TinliKumlu,Havuc,332.7,20.4,1,1,2043
79.6,56.1,299.4,6.33,2.59,0.39,TinliKumlu,Ispanak,408.7,21.9,1,1,1890
56.3,36.7,232.0,5.57,2.67,0.25,Tinli,AdaCayi,544.6,13.4,0,1,3127
60.8,41.1,188.0,6.48,2.69,0.4,Tinli,Badem,730.6,12.7,1,1,3395
