pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.2,73.0,35.1,292.8,3.05,0.38,203,4004
7.03,80.3,46.3,264.8,2.11,0.49,301,2011
6.55,74.5,39.8,190.8,3.08,0.25,201,5002
7.18,43.7,21.6,203.4,2.21,1.16,204,1003
6.16,81.6,59.5,379.0,2.8,0.22,102,3002
7.41,36.1,16.5,174.1,1.49,0.34,202,1009
6.7,45.3,23.4,275.4,2.8,0.22,202,6001
7.28,30.0,17.8,179.0,1.77,0.37,202,1007
7.05,28.5,11.8,122.9,0.85,0.39,402,7009
5.58,77.6,35.7,260.7,3.48,0.2,201,4015
8.11,15.4,11.2,134.4,1.7,0.75,101,7009
7.42,70.1,27.0,194.1,2.91,0.32,203,5003
7.44,58.7,40.3,269.6,3.1,0.15,203,4009
6.01,75.5,40.8,299.6,2.86,0.12,201,3016
7.54,88.2,39.0,260.2,3.4,0.28,306,2006
6.79,103.7,39.8,270.0,3.96,0.4,204,3007
6.54,31.4,23.5,219.3,2.27,0.86,202,1003
7.17,66.7,27.3,274.2,2.92,0.68,301,2007
6.09,64.5,37.4,282.6,2.78,0.11,204,3004
6.7,61.5,43.5,233.5,2.43,0.2,202,4010
6.02,88.2,44.5,325.2,4.05,0.28,201,3003
6.35,68.3,43.0,293.7,3.12,0.4,203,4002
6.61,41.0,27.2,199.7,2.11,1.02,202,1009
6.03,45.1,30.3,184.5,3.29,0.23,202,4010
6.43,84.5,47.0,327.1,2.81,0.34,201,3013
6.74,51.8,26.2,223.7,1.29,1.09,301,1008
6.66,85.0,41.6,356.8,4.0,0.25,102,3006
6.1,57.7,35.8,210.9,3.79,0.25,201,6001
7.2,24.7,11.9,132.7,1.51,0.78,101,7001
7.03,55.6,42.7,268.4,2.67,0.67,202,2006
6.79,45.1,29.3,205.7,2.82,0.36,203,4013
7.73,15.0,14.6,183.7,1.37,0.36,101,7003
8.26,39.3,12.2,120.5,0.9,0.74,101,7004
6.89,35.5,29.2,205.2,1.52,1.09,301,1003
7.45,64.4,34.8,238.1,3.42,0.23,201,4014
6.08,63.2,23.8,275.1,3.84,0.14,203,4002
7.97,37.7,13.6,138.5,0.91,0.77,402,7013
6.7,96.1,60.3,241.5,3.7,0.13,204,3003
6.6,42.8,22.1,236.7,1.89,0.65,301,1001
6.82,69.3,29.0,219.7,3.26,0.23,202,6005
5.96,65.7,23.8,186.4,2.52,0.21,201,5001
6.66,81.4,51.3,364.7,3.98,0.47,204,3016
6.63,64.4,43.9,354.2,3.68,0.29,102,3012
7.57,47.4,28.8,198.2,1.78,0.78,301,1012
6.85,85.2,34.0,265.0,3.35,0.25,301,2004
6.8,74.4,25.3,283.7,3.14,0.27,203,4007
7.33,26.0,29.9,131.0,1.39,0.54,402,7013
7.61,30.2,12.8,129.1,1.95,0.56,402,7005
7.13,24.9,21.2,147.9,1.33,0.5,402,7005
7.7,48.4,27.5,201.0,1.55,0.55,202,1009
6.89,74.1,22.8,283.4,3.14,0.2,201,4005
6.09,80.6,40.5,261.7,2.06,0.16,102,3005
7.73,50.1,19.9,203.9,2.0,1.05,301,1006
6.1,58.7,36.7,244.8,2.52,0.29,202,6003
7.27,74.2,32.9,319.2,2.08,0.67,301,2010
8.22,23.7,16.0,142.0,1.74,0.96,101,7013
7.15,81.3,31.8,239.1,3.12,0.47,202,2009
6.8,80.7,35.2,314.2,2.99,0.37,202,2006
6.64,98.6,49.8,243.3,4.33,0.31,201,3009
7.66,45.6,24.7,162.8,2.12,1.15,202,1007
6.2,73.9,35.6,248.8,3.58,0.29,204,3014
7.48,20.0,25.7,121.9,1.07,0.88,101,7007
6.78,108.8,64.7,341.3,1.71,0.15,201,3005
7.92,22.3,27.6,163.8,1.73,0.47,101,7006
7.0,76.4,42.0,281.2,3.56,0.21,202,5003
6.37,53.7,40.4,244.4,3.69,0.33,202,4003
5.98,76.0,37.1,238.0,2.18,0.15,203,4002
7.03,77.7,54.8,270.5,3.04,0.45,201,3017
6.83,45.7,32.2,173.2,1.75,0.68,204,1004
7.04,57.3,33.8,218.9,3.48,0.35,201,4007
6.96,64.1,49.2,316.5,4.3,0.43,201,3004
6.86,109.5,60.3,343.1,4.42,0.4,102,3017
6.98,43.4,29.4,251.0,3.93,0.35,203,4004
7.03,98.1,64.8,345.8,3.6,0.3,201,3006
7.16,108.9,44.3,317.2,2.93,0.19,204,3007
6.55,87.7,60.6,320.2,2.58,0.19,201,3017
7.0,71.1,38.3,307.5,2.96,0.32,202,2003
6.71,45.0,20.7,236.9,1.25,0.35,204,1007
6.68,40.2,21.0,231.7,1.61,1.08,301,1012
5.84,75.6,29.4,249.5,3.86,0.39,202,4009
7.92,18.2,16.2,176.1,1.46,0.94,402,7002
7.05,53.4,40.3,296.3,3.42,0.12,203,5004
7.53,39.7,24.7,197.4,1.36,0.47,101,7006
6.74,93.0,40.9,278.9,4.47,0.39,201,3015
6.48,78.2,32.8,270.3,3.13,0.34,201,4012
7.64,21.6,24.8,194.5,1.67,0.84,101,7013
6.16,90.9,43.8,287.1,3.72,0.28,201,3018
6.54,44.6,26.8,169.1,1.23,0.78,202,1005
6.13,81.4,37.7,287.1,2.21,0.36,204,3005
6.96,46.5,37.6,217.3,2.77,0.11,203,4008
6.9,73.0,43.5,254.9,2.41,0.15,202,4010
8.23,35.1,17.2,121.6,1.48,0.71,402,7013
7.22,21.2,15.3,145.3,1.99,0.65,101,7003
7.45,63.3,27.2,282.4,2.42,0.49,301,2011
4.74,54.9,43.3,189.6,2.47,0.31,202,4016
6.12,108.2,64.2,329.6,4.2,0.26,204,3015
6.69,107.1,43.8,271.1,3.49,0.46,201,3008
7.05,28.3,19.1,192.6,1.41,0.86,101,7005
6.83,34.6,24.9,202.4,2.08,1.05,204,1010
6.86,33.3,32.0,171.3,1.39,0.33,204,1009
7.19,76.8,21.2,276.1,2.56,0.16,201,4001
6.45,77.3,41.3,378.6,4.2,0.42,102,3004
7.12,63.1,42.4,277.3,3.8,0.23,204,3011
7.3,61.2,22.4,180.2,3.66,0.24,201,5003
6.43,63.5,51.9,354.6,3.92,0.45,102,3015
6.56,105.7,45.1,274.2,3.26,0.43,201,3018
7.61,59.5,39.2,303.5,2.97,0.54,202,2004
5.54,71.0,34.1,294.2,3.58,0.35,202,4009
6.18,45.5,37.1,195.7,2.26,0.36,201,4011
7.75,31.9,15.7,208.8,1.92,1.2,202,1007
6.4,62.0,36.7,234.4,3.54,0.24,202,4004
6.62,53.6,32.3,183.3,1.71,0.91,301,1011
6.92,67.2,41.3,254.2,3.3,0.45,301,2004
7.21,52.8,38.9,184.4,3.14,0.34,201,4012
7.08,50.1,30.5,243.5,2.24,0.15,202,4011
6.68,78.4,35.6,196.3,3.7,0.13,201,4013
6.65,103.4,51.8,288.0,3.72,0.34,201,3004
5.75,73.1,44.2,293.4,2.04,0.34,203,4007
6.31,63.6,43.2,265.4,2.52,0.35,201,4007
6.34,49.9,34.0,184.2,2.63,0.11,202,4007
7.47,83.5,34.2,228.1,2.73,0.61,306,2004
7.44,66.7,48.6,212.8,2.37,0.58,306,2003
7.53,16.2,12.6,199.1,0.97,0.37,402,7004
6.8,48.6,24.8,187.8,1.29,1.14,202,1011
7.08,69.1,43.8,278.9,3.64,0.34,202,4005
7.41,24.8,25.5,173.1,0.89,0.39,202,8001
6.06,70.5,54.8,250.7,2.53,0.13,102,3006
7.44,42.6,29.9,182.0,2.03,0.43,301,1004
7.8,77.1,30.6,208.3,2.94,0.78,202,2004
7.16,21.1,29.5,123.2,1.52,0.3,402,7003
6.38,75.3,29.9,210.2,3.28,0.23,202,4003
6.22,53.6,20.9,248.8,3.04,0.24,201,6001
6.88,60.4,46.9,270.8,2.78,0.38,301,2006
6.27,65.6,24.7,261.3,3.72,0.39,202,6004
6.07,81.0,36.8,346.5,3.57,0.37,102,3007
7.55,69.1,28.9,251.8,2.25,0.75,202,2002
6.93,50.2,36.5,298.5,3.44,0.33,203,4006
6.58,55.8,22.0,262.0,2.73,0.33,203,5004
7.16,42.9,25.8,224.2,1.37,0.39,204,1012
7.55,67.8,46.6,229.5,3.43,0.35,202,2006
7.87,63.2,26.9,267.4,2.2,0.31,301,2004
6.93,40.5,27.0,214.6,1.43,0.92,204,1001
8.05,17.1,14.7,143.6,1.67,0.76,402,7001
5.98,43.0,38.4,206.0,4.0,0.35,201,5004
6.73,52.3,24.1,181.6,3.38,0.28,203,4003
7.4,31.8,33.2,205.8,2.04,0.66,202,1003
8.22,17.2,19.6,175.5,1.49,0.24,101,7005
7.29,37.2,28.5,187.0,2.05,0.58,204,1006
6.59,63.1,41.2,256.3,2.25,0.17,203,4009
7.72,38.9,28.2,165.9,1.31,0.39,301,1008
7.33,23.0,28.4,140.0,0.94,0.32,101,7005
6.85,50.2,44.2,198.5,3.81,0.18,201,5003
7.14,85.0,29.7,313.4,3.21,0.59,306,2004
7.61,86.0,41.5,238.6,3.0,0.73,202,2005
6.52,47.3,35.9,259.5,3.56,0.17,201,6005
7.25,28.3,13.0,133.2,1.25,0.46,402,7001
7.43,47.2,27.2,172.7,1.95,1.02,301,1011
7.23,78.9,44.5,273.4,3.39,0.16,203,4014
6.41,68.9,39.8,223.8,2.29,0.36,203,5003
6.77,59.7,26.1,220.2,2.53,0.12,203,4005
6.74,81.8,41.8,376.5,3.24,0.22,201,3001
7.42,23.7,17.0,129.4,1.26,0.23,202,8002
6.45,88.8,42.5,324.4,3.96,0.17,102,3013
6.56,32.5,21.3,197.1,1.23,0.31,202,8003
6.5,34.2,17.1,219.6,1.42,0.58,202,1001
6.57,24.9,23.6,175.3,1.13,0.99,202,8004
7.0,102.5,63.1,372.9,4.31,0.31,201,3013
7.73,66.1,37.7,238.1,3.24,0.61,306,2003
7.75,29.6,23.4,145.4,1.66,0.92,402,7014
7.82,60.5,30.2,222.7,3.39,0.41,301,2007
8.04,33.1,18.3,217.1,1.19,0.54,402,6002
7.22,43.2,17.2,210.5,1.59,0.47,301,1010
7.17,81.6,33.8,214.9,2.22,0.4,202,2009
6.89,84.0,32.4,208.0,2.52,0.55,306,2005
6.79,84.0,47.6,331.4,3.98,0.12,204,3003
7.32,28.2,19.9,168.4,1.59,0.92,204,1005
7.35,46.7,31.9,222.5,2.45,0.34,202,4007
7.06,36.0,21.1,126.4,1.79,0.48,402,7012
6.92,73.6,47.5,267.3,2.32,0.6,202,2006
6.81,34.2,29.2,175.3,1.66,1.07,202,1011
6.29,75.9,22.1,261.9,3.96,0.34,201,4004
7.94,52.4,34.5,268.3,3.14,0.61,301,2011
7.37,41.9,28.1,243.5,3.35,0.31,201,4012
6.61,69.6,20.1,232.9,2.34,0.35,201,4010
6.09,48.3,24.5,266.3,2.84,0.23,202,6003
6.26,67.9,59.6,307.9,3.64,0.36,102,3013
6.11,73.3,37.3,331.9,2.97,0.23,201,3001
6.56,83.5,59.1,320.1,2.67,0.43,204,3017
5.97,68.5,43.2,192.9,2.31,0.18,203,5002
6.98,69.5,37.1,318.5,2.63,0.66,202,2010
6.09,77.6,43.0,236.7,3.23,0.27,203,4015
5.9,78.5,40.7,260.6,2.73,0.14,203,4002
6.86,41.8,32.4,168.8,1.96,1.0,301,1004
5.42,60.5,30.2,209.3,3.35,0.19,203,4016
7.31,64.4,48.2,293.6,3.1,0.49,306,2010
6.17,55.0,36.9,272.9,3.59,0.11,201,6004
5.69,60.1,42.5,281.3,3.13,0.25,203,4008
6.81,40.0,28.5,196.8,2.84,0.27,203,4014
6.34,68.9,25.6,257.0,2.54,0.15,201,4013
7.27,86.3,49.5,278.6,2.95,0.69,301,2002
5.99,58.2,42.3,267.3,3.6,0.4,203,5003
6.57,39.4,24.2,216.6,1.94,0.74,204,1007
6.47,89.2,48.6,323.4,2.76,0.36,201,3002
6.09,95.9,61.9,325.6,2.64,0.45,204,3016
6.35,68.9,20.6,194.6,3.8,0.11,201,4004
6.64,63.7,29.4,193.4,3.03,0.14,202,4007
6.29,68.4,56.7,362.7,3.27,0.29,102,3013
7.96,27.4,19.9,134.8,1.97,0.6,402,7010
7.37,30.7,28.4,153.1,1.77,0.67,101,7011
6.13,88.2,59.9,242.6,3.74,0.24,204,3016
7.32,75.7,31.1,281.3,2.67,0.45,202,2008
6.77,34.3,31.2,183.6,2.02,1.03,301,1010
6.9,52.3,36.6,230.7,2.39,0.35,201,6004
6.34,61.5,54.3,348.5,2.84,0.36,102,3001
6.18,68.2,38.1,257.6,2.45,0.3,203,4003
7.12,64.0,28.3,313.4,3.1,0.28,202,2008
7.87,16.3,27.0,171.4,1.82,0.79,101,7006
7.32,43.9,19.7,195.2,1.49,0.52,202,1010
5.56,68.4,30.9,236.5,3.66,0.32,203,4013
7.3,86.9,46.9,267.0,2.53,0.28,202,2006
8.07,21.8,15.4,163.9,1.8,0.6,101,7004
7.1,65.0,56.4,277.4,4.32,0.13,204,3007
6.79,75.5,36.7,298.0,3.07,0.37,102,3014
5.88,41.5,35.0,287.2,3.35,0.15,203,4003
6.0,107.0,60.3,288.1,3.2,0.48,204,3008
7.11,81.1,43.2,312.7,3.08,0.28,301,2005
6.93,33.1,28.1,168.9,1.48,0.71,301,1003
7.47,26.6,11.0,124.7,0.84,0.73,402,7011
7.67,60.1,44.2,251.9,3.22,0.48,306,2007
6.62,60.7,39.6,351.4,3.01,0.26,201,3002
7.17,28.3,20.4,137.4,1.18,0.58,402,7014
5.62,55.8,29.6,213.4,3.96,0.15,203,5003
6.53,100.1,62.6,298.7,2.54,0.47,102,3018
6.66,105.6,36.2,297.3,1.83,0.43,201,3005
7.31,79.8,38.5,200.7,3.84,0.33,201,4007
7.43,84.7,26.0,252.6,2.36,0.32,301,2001
7.01,38.0,30.0,136.3,1.56,0.5,202,8004
5.88,45.9,26.8,255.0,3.3,0.26,202,4005
7.72,18.3,22.5,187.3,1.03,0.57,402,7005
6.91,64.7,40.9,186.5,3.97,0.17,201,5003
7.38,23.3,24.3,143.6,2.0,0.49,101,7012
6.24,49.7,35.7,220.8,2.5,0.21,202,6004
6.11,60.6,61.2,274.1,3.67,0.21,102,3004
6.55,45.2,27.8,233.2,1.73,1.03,301,1002
7.76,43.3,22.2,238.3,1.77,0.33,202,1004
7.22,20.3,21.5,131.7,1.65,0.49,101,7003
7.63,39.1,29.5,196.9,1.78,0.99,101,7010
5.81,75.4,30.4,206.6,2.55,0.18,202,5004
6.09,76.3,40.9,309.2,2.78,0.41,201,3003
7.19,83.6,56.0,269.6,2.15,0.41,201,3005
5.66,59.4,44.1,260.1,3.58,0.31,201,4002
6.42,79.9,57.7,285.5,2.84,0.12,201,3015
7.19,27.3,20.8,189.7,2.03,0.35,204,1010
6.86,44.8,29.9,217.0,1.32,0.48,301,1002
6.59,50.7,26.3,161.9,1.92,0.77,202,1011
5.74,60.3,20.3,247.7,2.84,0.14,202,4007
7.02,67.0,24.3,280.7,3.81,0.31,203,4010
7.07,26.6,25.7,189.6,0.92,0.86,202,8002
7.98,50.8,41.1,225.8,3.25,0.47,301,2009
6.98,15.4,26.2,135.2,1.57,0.5,202,8002
7.48,52.7,37.1,304.5,2.61,0.74,202,2010
8.28,20.3,13.1,181.3,1.72,0.68,402,7005
7.02,80.7,47.7,373.9,2.71,0.16,102,3018
7.25,73.6,40.1,297.4,2.13,0.25,201,4001
6.18,93.7,46.9,326.3,4.0,0.35,102,3016
6.54,39.3,26.7,231.0,2.19,0.6,301,1003
6.68,69.0,63.8,346.5,3.48,0.13,102,3002
7.36,15.9,24.3,194.7,1.26,0.82,101,7011
8.01,39.5,22.9,153.2,1.14,0.21,402,7014
7.1,74.0,38.5,284.1,2.35,0.23,203,4003
7.07,40.0,33.7,228.4,1.52,1.09,301,1010
7.97,17.0,26.2,151.0,1.62,0.62,402,7008
6.96,67.1,41.2,218.7,2.28,0.65,202,2001
6.38,79.3,41.7,253.5,3.38,0.11,102,3004
6.84,82.2,39.2,351.3,3.38,0.44,102,3008
7.08,24.1,29.4,185.2,1.81,0.73,202,8001
6.72,73.5,28.5,232.9,3.08,0.35,203,5002
6.7,70.1,48.9,243.0,3.02,0.5,204,3008
7.88,54.1,34.0,303.2,2.87,0.56,301,2001
7.88,54.2,28.5,220.2,3.37,0.59,306,2002
6.13,52.7,42.6,231.3,3.16,0.13,201,4013
6.1,54.6,26.7,287.5,3.63,0.22,203,4007
7.11,46.7,21.4,228.8,1.39,0.47,204,1011
7.47,82.8,49.5,308.8,2.17,0.56,301,2006
6.96,83.5,44.1,215.2,2.71,0.7,306,2010
7.32,60.1,29.5,217.0,2.64,0.55,202,2009
7.07,68.8,48.7,215.6,2.38,0.65,202,2001
6.78,52.0,31.7,178.5,1.75,0.74,301,1008
6.65,54.5,31.2,230.7,2.2,0.65,301,1007
7.42,48.6,20.7,181.5,2.09,0.91,204,1009
7.66,25.0,22.5,169.0,1.66,0.87,301,1001
7.76,38.7,24.5,121.3,1.72,0.65,101,7007
7.04,30.3,29.4,190.9,1.97,0.42,402,7014
6.02,48.2,24.4,213.8,3.73,0.27,202,6004
7.16,95.7,51.1,329.1,3.24,0.16,102,3017
6.52,82.1,46.9,371.8,4.21,0.29,102,3001
6.65,50.0,39.9,239.6,2.61,0.33,202,6005
6.23,75.3,43.6,347.7,3.95,0.18,201,3004
6.71,34.5,18.7,235.9,1.98,0.69,202,1003
6.19,68.7,31.4,250.3,2.4,0.27,201,6005
7.95,38.0,22.0,159.1,0.86,0.24,402,7008
7.41,36.5,12.5,190.6,1.67,0.44,202,8003
7.15,65.5,64.2,268.0,2.59,0.49,102,3008
6.71,85.4,56.5,274.8,4.35,0.25,201,3013
5.71,74.7,36.5,263.0,3.61,0.27,202,4001
7.68,67.4,33.0,277.3,2.51,0.57,202,2006
6.25,71.6,23.1,186.4,2.5,0.11,201,4013
6.59,32.1,23.8,176.6,1.87,0.23,202,8002
6.82,55.4,30.8,278.2,3.35,0.76,301,2009
7.46,39.0,18.6,126.6,1.29,0.49,101,7001
7.12,35.5,21.0,152.6,0.88,0.9,202,8002
6.08,92.5,38.0,321.9,2.61,0.33,102,3003
6.83,30.5,25.0,126.1,1.76,0.59,202,8001
7.04,45.8,34.1,271.9,2.97,0.15,203,4006
7.7,27.4,23.4,177.9,1.47,0.38,402,6002
6.61,98.5,49.3,331.5,4.44,0.29,102,3018
5.8,52.4,44.0,209.6,3.6,0.17,202,5001
7.09,71.5,56.0,373.7,4.46,0.36,102,3008
5.96,66.2,44.4,284.0,2.48,0.16,202,4003
6.43,90.1,48.5,291.8,1.7,0.12,201,3005
6.68,26.0,27.9,201.4,1.38,1.12,202,1010
6.1,62.8,58.5,370.9,2.5,0.41,102,3014
6.74,87.8,36.9,250.2,3.24,0.45,102,3013
5.59,72.0,41.2,298.0,3.04,0.38,202,4007
7.03,29.6,29.0,187.4,1.84,0.38,101,7005
7.46,71.9,34.2,252.3,2.41,0.29,203,4005
6.63,50.4,26.2,268.4,3.55,0.24,202,6005
6.79,67.0,50.0,375.2,4.35,0.45,102,3011
7.67,36.6,13.9,191.7,0.96,0.64,402,7009
6.82,47.1,30.5,208.6,1.8,0.57,204,1001
6.85,38.3,18.8,185.5,1.44,1.17,204,1012
7.26,27.4,27.2,164.9,1.0,0.66,202,8003
8.16,22.0,22.6,216.2,1.13,0.52,402,6002
6.38,66.5,44.8,246.4,2.73,0.5,204,3018
6.83,34.5,31.4,202.3,1.7,1.06,301,1002
6.54,41.7,26.2,266.2,2.9,0.32,203,4013
6.96,102.0,50.4,368.4,3.44,0.34,102,3008
6.9,74.1,53.2,338.9,4.1,0.21,201,3001
6.28,76.5,34.4,295.4,2.58,0.19,201,4005
7.61,44.8,24.5,196.4,2.01,1.09,202,1009
7.42,40.5,41.7,192.1,3.33,0.32,202,4010
6.73,100.7,62.5,257.8,3.27,0.17,102,3016
6.59,36.0,15.4,238.3,2.11,1.11,301,1008
6.39,81.7,63.6,255.9,3.06,0.23,102,3008
7.44,79.1,28.0,277.7,3.28,0.74,301,2003
7.03,90.8,48.5,339.5,3.47,0.35,204,3006
7.66,29.7,12.1,169.4,1.69,0.74,101,7013
7.33,50.7,28.2,218.3,3.32,0.58,306,2002
6.96,97.4,65.0,372.5,2.54,0.21,204,3014
6.32,108.0,48.8,241.2,2.71,0.35,102,3002
7.62,62.6,44.6,231.6,2.46,0.52,301,2006
7.52,26.2,16.1,161.9,1.22,0.39,101,7003
6.97,29.6,28.1,179.7,1.33,0.56,204,1001
7.13,60.8,45.6,318.5,3.01,0.51,301,2003
7.27,54.8,31.2,189.8,2.01,0.7,204,1007
7.57,24.2,25.2,177.3,1.33,0.9,101,7005
6.35,42.4,39.8,246.2,3.7,0.26,201,5004
6.46,86.7,43.8,274.7,4.3,0.1,201,3003
8.05,26.9,24.3,171.5,1.6,0.52,402,6002
6.98,65.7,34.1,274.6,2.85,0.31,201,6001
6.14,88.8,35.4,348.3,4.12,0.47,201,3016
7.55,61.6,38.6,285.1,2.56,0.61,202,2002
7.33,49.6,21.6,257.3,3.29,0.21,201,4015
7.41,78.4,30.7,290.5,3.86,0.14,202,4007
7.6,75.2,36.9,236.8,2.66,0.61,301,2010
7.08,102.8,47.5,276.7,3.09,0.26,204,3016
6.53,60.9,36.5,311.8,3.88,0.38,204,3016
7.61,52.9,20.6,205.1,1.25,0.36,204,1002
7.09,33.2,24.0,182.0,2.11,0.98,204,1009
6.91,99.6,63.5,307.8,3.41,0.27,102,3018
6.87,69.6,40.8,327.0,4.09,0.47,102,3002
7.15,64.9,37.2,373.4,2.66,0.5,204,3010
7.35,30.6,34.1,216.4,1.68,1.03,202,1006
6.54,48.3,41.2,213.2,3.42,0.14,203,5004
7.92,32.2,29.6,157.3,1.3,0.23,402,7007
6.27,67.1,22.4,279.1,2.33,0.4,203,4015
6.26,61.3,34.7,212.9,2.74,0.37,203,4005
7.36,49.3,25.3,216.0,1.58,0.4,301,1003
7.71,54.8,41.6,248.3,2.34,0.42,306,2011
7.08,17.4,12.0,142.3,0.99,0.7,402,7007
8.14,24.2,13.2,171.9,0.93,0.58,402,7006
6.62,89.4,64.3,300.9,3.01,0.43,201,3018
7.31,34.8,14.9,130.5,1.29,0.87,402,7012
6.8,43.6,27.3,214.8,3.47,0.38,201,4009
7.16,47.2,42.8,200.8,2.26,0.35,201,4011
7.21,28.6,31.8,171.3,1.76,0.92,204,1003
6.72,52.1,22.6,232.6,1.39,0.81,204,1002
7.2,27.2,14.7,182.7,1.13,0.4,402,7012
7.88,59.0,43.9,277.3,2.93,0.3,306,2009
6.86,109.5,57.8,347.1,4.41,0.19,102,3017
6.42,92.6,44.5,271.5,3.49,0.15,102,3001
5.98,40.6,23.0,273.6,2.08,0.16,201,4015
8.29,38.7,15.6,201.2,1.27,0.31,402,6002
6.88,39.6,29.7,199.3,1.6,0.3,202,1005
7.57,23.9,27.3,168.4,1.43,0.7,402,7012
7.22,61.9,24.7,277.3,3.77,0.11,201,4014
6.22,52.0,37.6,217.0,3.31,0.28,202,4001
7.02,64.5,28.6,218.2,2.34,0.65,306,2004
7.59,35.6,15.1,176.3,1.6,1.06,301,1006
7.11,56.3,48.0,229.4,2.92,0.32,202,2008
7.16,100.5,47.0,296.3,4.26,0.15,201,3007
6.68,26.4,29.4,170.5,1.99,0.84,202,8004
6.77,76.3,59.7,363.2,3.12,0.35,102,3011
6.3,40.8,35.3,182.3,3.28,0.35,201,4011
7.01,34.6,14.3,197.8,1.16,0.87,402,7003
5.65,51.1,21.5,274.2,3.57,0.29,202,4005
7.79,38.0,20.5,165.5,2.18,0.53,202,1004
6.68,78.1,32.7,254.8,2.8,0.2,202,4009
7.63,25.6,20.5,231.1,1.43,0.51,204,1002
7.07,71.5,45.4,328.8,4.1,0.19,102,3017
6.89,77.0,48.3,302.1,3.72,0.41,204,3012
7.57,34.5,13.6,165.9,1.34,0.33,101,7001
7.72,28.8,22.2,147.2,1.65,0.5,402,7009
7.7,62.8,47.3,243.7,2.73,0.37,306,2009
7.27,73.4,35.0,251.6,3.07,0.17,202,4001
6.0,80.5,52.1,346.6,3.36,0.44,201,3008
5.71,76.8,37.9,264.0,2.78,0.11,201,4005
6.99,96.0,54.9,263.1,4.02,0.48,201,3003
6.87,52.1,32.9,229.1,3.0,0.27,301,2005
7.98,19.7,14.2,146.3,1.35,0.26,402,7004
7.08,25.9,12.8,147.6,1.74,0.21,202,8002
6.52,100.5,53.6,294.4,3.12,0.15,204,3006
7.33,43.8,27.4,199.5,3.94,0.38,203,4015
7.18,50.1,19.6,227.3,2.04,0.41,301,1010
7.82,19.0,18.5,124.1,1.34,0.95,402,7002
7.43,84.0,49.0,236.9,3.24,0.76,301,2004
4.95,74.8,30.9,201.8,3.32,0.35,201,4016
6.92,72.4,40.5,286.6,2.88,0.37,201,3007
6.38,65.8,39.6,264.7,3.19,0.17,201,4005
7.4,61.3,26.2,284.2,3.13,0.65,306,2011
7.07,46.0,40.5,214.2,2.25,0.16,202,4014
5.56,67.5,36.1,284.3,2.25,0.25,202,4001
7.46,23.1,11.6,167.5,1.78,0.45,101,7010
7.66,57.6,44.6,287.1,2.93,0.46,306,2010
7.05,64.3,29.7,259.8,2.33,0.39,201,4005
6.82,24.4,12.9,169.9,0.85,0.5,202,8004
7.03,31.0,17.0,197.9,1.39,0.75,204,1004
6.07,77.1,41.8,231.5,3.03,0.29,202,4005
7.29,16.0,13.7,125.8,1.41,0.65,101,7008
6.57,41.0,27.8,217.1,2.3,0.13,202,5001
7.57,18.4,17.0,165.2,0.95,0.51,402,7004
7.0,63.8,35.2,365.5,3.46,0.23,201,3004
5.96,79.8,24.6,278.5,2.88,0.39,203,4006
5.47,60.4,27.5,277.7,2.97,0.13,203,4016
7.67,56.9,46.9,313.9,2.21,0.29,202,2001
6.33,51.2,20.4,265.5,2.81,0.27,201,5002
6.85,32.7,32.7,239.8,2.12,0.68,204,1011
7.07,69.9,51.6,322.9,2.73,0.43,102,3002
7.32,86.4,45.3,288.8,3.18,0.51,306,2006
7.31,15.8,16.4,149.1,1.36,0.62,202,8003
5.73,70.2,26.0,229.2,3.87,0.33,202,4012
6.12,51.0,29.5,195.3,2.5,0.38,203,4009
7.09,52.6,26.3,223.3,1.25,1.11,301,1012
7.48,82.5,35.1,309.4,2.94,0.24,202,2010
8.21,23.6,28.1,128.8,1.55,0.62,402,7014
6.9,43.9,32.9,267.5,3.51,0.17,202,5003
7.47,28.1,24.1,173.6,1.37,0.79,202,8004
7.06,17.8,18.1,150.2,1.34,0.39,402,7009
7.61,46.0,30.9,227.6,2.26,0.99,301,1005
6.89,64.9,32.5,239.2,2.77,0.79,306,2007
7.32,67.2,37.9,240.0,3.48,0.6,202,2003
5.96,48.7,36.1,186.2,3.36,0.34,202,4010
6.56,73.0,55.4,319.8,3.53,0.3,201,3012
7.03,83.7,53.7,314.2,4.48,0.15,102,3006
7.12,87.2,34.5,269.9,2.58,0.49,202,2010
8.26,21.9,19.9,129.1,1.04,0.74,402,7009
7.7,47.7,29.0,237.7,1.2,0.41,301,1011
6.17,109.6,55.1,326.0,3.81,0.3,201,3007
8.09,16.8,17.8,174.7,1.27,0.65,402,7004
7.41,30.0,23.3,208.5,1.61,0.78,301,1006
7.93,58.4,41.2,210.0,3.31,0.71,301,2009
7.16,34.2,34.3,221.7,1.52,0.66,202,1004
7.19,84.2,28.9,221.3,2.26,0.5,306,2002
7.46,69.8,47.3,262.1,2.62,0.77,202,2007
7.29,15.9,25.8,187.4,1.42,0.27,402,7002
6.27,64.0,36.3,311.8,3.64,0.29,102,3004
8.15,34.2,25.1,171.4,1.66,0.46,402,7010
8.07,30.9,28.9,148.7,1.75,0.83,101,7013
7.56,33.7,19.9,165.7,1.84,0.82,402,7002
7.78,15.8,30.0,153.1,1.44,0.53,101,7011
6.21,60.4,32.0,270.9,2.94,0.27,201,6004
