pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
7.09,0.96,0.32,101,7006,378.6,13.8,0,1,169
6.6,3.64,0.33,201,4006,533.1,13.6,0,0,3183
7.3,2.22,0.16,202,4012,520.6,15.6,0,0,2856
7.65,3.43,0.52,202,2011,661.2,18.0,1,1,5660
7.98,1.97,0.66,101,7008,338.7,15.2,0,1,179
6.1,2.36,0.1,201,6004,1038.4,14.8,1,1,324
7.76,2.52,0.48,301,2006,661.3,21.2,1,1,5407
6.55,2.2,0.49,201,3005,259.0,24.8,1,1,4804
7.54,2.79,0.56,306,2006,517.5,15.5,1,1,5350
6.21,3.98,0.12,203,4008,506.7,13.6,0,1,3755
7.09,2.46,0.36,102,3005,401.2,22.0,1,1,5157
6.4,3.8,0.36,203,4009,826.2,13.2,0,1,3640
7.98,2.06,0.36,306,2010,553.2,21.3,0,1,5125
7.27,2.2,0.11,201,4007,736.5,14.2,1,1,3452
7.22,1.57,0.48,402,7008,290.0,15.7,0,1,190
7.59,1.79,0.74,301,1011,423.2,12.1,0,1,291
6.96,2.96,0.66,306,2006,442.9,19.6,1,1,5353
7.12,1.15,0.73,402,7007,302.1,14.5,1,1,167
7.77,2.12,0.51,202,1012,340.1,12.0,0,1,336
7.14,1.66,0.47,204,3005,394.8,25.3,1,1,5148
5.63,3.94,0.14,202,4007,863.9,13.2,1,1,3518
6.76,4.3,0.36,204,3013,466.6,25.9,1,1,2176
7.69,1.74,0.64,101,7013,368.0,14.7,0,1,178
6.85,1.75,0.93,301,1003,366.0,11.2,1,1,670
8.04,1.05,0.74,101,7004,265.5,11.0,0,1,167
6.32,3.76,0.23,102,3014,480.3,21.1,1,1,2159
7.36,3.94,0.24,201,4008,757.7,12.9,0,1,3409
7.61,2.9,0.28,306,2005,448.1,20.5,1,1,5086
6.11,3.85,0.15,204,3018,328.6,20.9,1,1,2248
7.65,1.02,0.54,101,7006,292.3,10.1,0,1,184
8.29,1.72,0.41,402,7011,394.8,12.2,0,1,192
6.92,2.46,0.11,203,4008,785.9,12.2,1,1,3126
6.73,3.29,0.18,204,3014,278.2,20.1,1,1,2221
7.59,2.25,0.68,301,1001,313.5,10.8,0,1,317
5.97,3.78,0.23,203,4007,765.8,15.6,1,1,3354
7.13,0.9,0.76,101,7001,326.9,14.9,0,1,174
7.46,1.7,0.48,202,8001,275.0,12.3,1,1,985
6.9,2.29,0.18,201,4004,767.1,13.2,0,1,3275
7.48,2.65,0.29,201,4003,715.6,14.1,1,1,3156
7.49,1.65,0.8,202,8004,253.1,14.1,1,1,973
5.45,3.64,0.2,203,4016,1938.7,14.4,1,1,3341
7.3,2.23,0.54,301,2009,531.0,17.1,1,1,5039
6.22,2.15,0.26,202,4013,893.4,12.4,0,1,3463
6.9,2.74,0.26,204,3004,382.2,26.0,1,0,4912
7.05,3.93,0.37,102,3010,343.1,21.6,1,1,2249
6.69,2.55,0.21,203,4004,721.5,12.6,1,1,3281
7.57,1.18,0.83,402,7009,305.3,15.5,0,1,173
7.88,1.36,0.27,402,7010,359.7,11.9,1,1,183
6.3,2.33,0.39,202,4007,553.5,15.6,0,1,3333
6.21,3.55,0.28,203,4010,588.0,14.1,1,1,3566
6.0,2.69,0.22,203,4001,825.7,15.3,1,1,3489
5.1,3.52,0.12,203,4016,1763.3,13.9,1,1,3408
6.96,2.43,0.51,306,2009,572.1,16.5,1,1,5386
6.81,3.06,0.27,201,3002,393.7,25.1,1,1,1997
7.41,2.87,0.66,202,2007,600.4,21.2,1,1,5183
6.58,3.73,0.32,202,6003,701.3,11.4,0,1,346
7.19,2.12,0.71,204,1002,539.7,10.4,1,1,705
7.16,1.67,0.37,101,7007,393.4,11.3,0,1,179
6.27,3.02,0.34,201,4006,845.4,13.9,1,1,3532
8.18,0.91,0.57,101,7004,325.5,11.0,0,1,177
6.06,3.91,0.42,204,3006,318.4,18.8,1,0,4941
6.32,3.74,0.11,203,5004,510.8,22.7,0,1,3703
6.22,2.94,0.19,202,4004,797.2,15.2,1,1,3225
7.16,2.1,0.74,301,2007,667.3,16.1,1,1,4722
4.98,2.92,0.19,203,4016,1963.4,12.8,1,1,3448
6.59,2.1,0.84,301,1008,453.2,12.0,1,1,662
6.82,2.36,0.22,202,4010,606.2,12.2,0,1,3478
6.59,2.56,0.44,204,3006,424.4,20.3,1,0,4390
6.85,2.75,0.8,301,2010,443.0,16.2,1,1,4912
7.88,1.0,0.89,402,7006,255.5,11.2,0,1,173
6.78,2.98,0.15,202,4007,581.3,12.1,1,1,3241
6.9,2.29,0.28,202,4012,505.0,12.2,1,1,3384
6.47,3.4,0.39,201,3016,303.6,18.0,1,1,2171
6.61,3.8,0.36,202,6004,1174.4,13.9,1,1,363
6.16,3.26,0.28,102,3013,320.0,20.8,1,1,2065
6.76,2.17,0.29,203,4013,820.8,12.0,1,1,3111
7.55,2.07,0.49,204,1012,366.5,11.5,1,1,667
7.86,3.3,0.43,306,2001,404.2,19.6,1,1,428
7.33,2.66,0.14,201,4006,607.6,14.0,1,1,3590
7.62,1.61,0.25,101,7005,333.2,10.1,0,1,175
7.69,2.36,0.41,306,2011,656.0,19.8,1,1,5050
7.61,2.11,0.8,301,1007,385.2,10.5,1,0,577
7.5,1.7,0.28,402,7009,444.1,11.8,0,1,181
6.01,3.17,0.24,201,6003,812.9,11.8,0,1,361
7.09,3.13,0.22,201,3015,377.0,19.1,1,1,2015
6.05,4.42,0.15,102,3011,308.2,26.0,1,1,2103
6.51,3.01,0.29,202,4014,617.1,14.4,1,1,3505
6.65,1.42,0.75,301,1003,540.1,10.5,1,1,638
6.92,2.74,0.63,306,2003,451.1,17.8,0,1,4960
6.22,3.07,0.24,102,3004,376.9,22.3,1,1,5589
8.12,1.55,0.57,101,7002,320.1,14.3,0,1,192
6.54,3.86,0.27,201,5003,862.6,20.2,1,1,3503
8.09,1.15,0.98,101,7004,353.0,13.9,0,1,170
8.15,1.4,0.72,402,6002,219.1,23.6,0,1,145
7.43,0.91,0.34,101,7006,309.6,12.3,0,1,186
7.12,1.97,0.37,402,7014,423.3,15.8,1,1,184
6.58,2.52,0.22,201,6001,709.1,13.8,1,1,355
6.72,3.81,0.36,201,3017,322.1,23.2,1,1,2108
7.15,2.6,0.33,201,3014,263.6,19.2,1,1,1949
7.69,1.58,0.83,202,1001,426.5,10.4,0,1,280
6.71,1.6,0.64,202,8004,446.4,12.1,0,1,971
7.57,3.01,0.4,306,2010,661.0,21.8,1,1,5254
6.7,3.29,0.36,204,3002,267.8,25.7,1,1,1980
7.43,1.73,0.49,402,7013,444.0,11.8,1,1,175
6.88,2.94,0.37,306,2005,460.9,16.1,1,1,5547
6.78,2.89,0.24,202,6003,958.7,12.3,1,1,345
6.62,3.0,0.37,202,5002,667.2,21.5,0,0,2921
6.57,3.5,0.11,201,4001,587.0,14.5,1,1,3309
6.72,2.74,0.45,102,3012,284.4,21.3,1,1,1916
7.62,2.14,0.55,301,2007,644.3,20.5,1,1,5177
6.11,3.35,0.29,204,3001,443.7,18.7,1,1,5447
6.61,2.02,0.74,204,1010,546.3,13.0,0,1,310
7.16,3.03,0.15,201,3009,466.2,23.3,1,1,2006
7.2,3.49,0.53,306,2004,534.0,18.9,1,1,5555
6.01,4.35,0.44,201,3013,273.7,24.0,1,1,2108
7.07,3.21,0.33,202,5002,810.2,23.0,1,0,3005
7.1,1.2,0.64,101,7010,357.7,13.2,1,1,168
7.78,2.18,0.98,204,1001,416.9,13.8,1,1,630
7.11,0.94,0.51,402,7013,431.2,15.0,1,1,176
6.51,3.92,0.16,201,4002,761.5,15.9,0,1,3732
6.72,1.19,0.87,202,8004,423.9,10.6,0,1,887
7.89,1.53,0.29,402,7004,260.2,10.8,0,1,191
8.16,1.26,0.54,402,7008,369.4,14.9,1,1,183
7.48,2.36,0.6,202,2003,635.5,21.6,1,1,5112
6.65,3.79,0.44,102,3006,265.0,18.1,1,1,5835
7.18,1.28,0.84,101,7004,291.2,15.4,1,1,182
6.3,4.21,0.15,102,3013,467.2,18.7,1,1,2097
7.52,1.49,0.86,101,7006,407.1,15.1,0,1,179
6.98,1.4,0.7,202,8003,306.5,14.1,0,0,817
5.92,3.48,0.39,202,4005,758.3,13.9,1,1,3581
6.54,3.62,0.12,201,5002,816.2,18.5,0,1,3383
5.04,3.64,0.19,203,4016,1528.5,15.2,1,1,3623
6.26,2.1,0.26,201,3005,252.2,22.1,1,1,4971
7.18,3.32,0.31,306,2010,493.7,19.7,1,1,5641
8.23,1.22,0.33,402,7005,394.8,15.9,1,1,183
6.24,3.53,0.26,204,3007,492.5,18.1,1,0,4694
6.44,3.51,0.47,201,3007,476.4,23.4,1,1,5383
7.14,2.82,0.48,201,3003,332.4,23.1,1,1,1896
7.37,3.0,0.32,203,4011,729.5,14.7,1,1,3278
6.62,2.05,0.58,301,1002,523.8,10.8,0,1,330
6.86,3.38,0.75,306,2002,505.0,20.2,1,1,5240
7.37,1.77,0.83,101,7006,272.0,15.7,1,1,179
6.96,3.77,0.48,204,3002,411.3,18.6,1,1,2013
7.79,2.18,0.27,301,2004,613.9,18.6,1,1,5533
7.06,1.68,0.33,101,7007,339.8,11.8,0,1,194
7.2,2.3,0.32,202,2009,406.6,21.1,1,1,4902
6.51,3.05,0.35,201,6001,1185.9,11.7,1,1,344
6.98,1.47,0.98,202,8003,359.5,11.1,0,1,877
4.94,3.79,0.32,203,4016,1830.2,15.2,1,1,3758
6.79,3.33,0.35,201,3007,318.5,20.8,1,1,5238
6.82,2.07,0.37,306,2001,429.0,14.8,1,1,404
8.1,1.76,0.92,402,7013,347.1,11.1,1,1,191
6.6,1.13,0.78,202,8004,329.7,12.7,0,1,880
7.19,3.05,0.47,306,2002,402.4,19.3,1,1,5377
7.75,2.04,1.08,202,1004,317.2,10.5,0,1,302
5.91,3.19,0.23,201,4001,742.3,12.7,1,1,3648
7.15,2.65,0.25,306,2001,496.0,21.7,1,1,374
6.79,3.01,0.3,102,3017,256.8,23.0,1,1,2125
6.73,3.92,0.16,202,4015,586.8,15.7,1,1,3746
6.93,2.24,0.12,203,4013,891.5,12.6,1,1,3392
6.56,4.02,0.46,201,3018,444.4,21.0,1,1,2192
7.97,1.16,1.0,101,7012,435.5,15.5,0,1,163
7.45,1.95,0.57,402,7014,387.9,14.8,0,0,160
7.43,3.3,0.33,203,4004,827.5,15.6,1,1,3492
7.53,2.41,0.27,202,2002,558.4,18.5,1,1,5314
8.18,0.99,0.48,101,7009,329.6,13.5,1,1,183
6.16,3.56,0.3,201,4004,655.7,15.2,1,1,3725
5.9,3.45,0.2,203,4009,581.3,13.4,1,1,3307
6.47,4.46,0.13,102,3013,269.6,18.7,1,1,2295
6.11,3.59,0.24,202,4008,574.8,12.1,1,1,3772
6.58,1.59,1.19,202,1011,377.6,12.2,0,1,303
7.17,3.08,0.3,204,3010,465.0,26.0,1,1,1922
7.44,1.61,1.01,202,1007,475.3,12.3,1,1,681
7.35,2.71,0.49,306,2007,680.9,16.7,1,1,4946
7.7,1.64,0.22,402,7002,406.9,14.4,0,1,188
7.21,2.9,0.56,306,2009,621.9,18.3,0,0,4757
6.19,3.03,0.27,203,4011,872.7,13.1,1,1,3529
6.88,0.84,0.67,202,8003,423.9,14.3,0,1,905
8.11,1.06,0.55,101,7005,294.9,13.6,0,1,171
5.75,2.65,0.27,202,4015,567.8,15.2,1,1,3522
6.19,3.4,0.29,204,3003,349.0,25.3,1,1,2171
7.38,1.85,0.98,402,7008,268.6,10.8,0,1,171
7.68,1.35,0.44,402,6002,299.7,24.0,0,1,155
7.52,1.05,0.65,402,7001,287.8,16.0,1,1,176
5.85,2.86,0.16,201,5001,663.9,21.9,1,1,3421
6.69,3.99,0.11,201,3010,483.7,24.8,1,1,2062
6.5,3.3,0.19,202,6001,809.9,13.1,0,1,341
4.82,3.77,0.27,201,4016,1423.7,13.7,1,1,3383
6.03,2.47,0.16,203,4001,811.3,15.7,1,1,3196
8.12,1.96,0.6,402,7007,281.8,13.3,0,1,196
7.69,3.37,0.37,306,2008,614.8,19.7,1,1,5539
6.02,2.52,0.29,203,5002,830.9,20.8,1,1,3162
6.69,3.9,0.39,201,3011,437.4,20.0,1,1,2167
7.48,0.92,0.26,402,7014,294.9,15.5,1,1,177
6.97,2.28,0.75,301,2006,678.9,19.6,0,1,5051
6.95,2.3,0.88,202,1008,420.8,11.1,1,1,710
7.27,1.81,0.84,402,7007,348.3,15.4,0,1,181
7.22,1.05,0.5,402,7011,256.8,12.8,1,0,157
6.88,3.86,0.43,204,3010,305.4,22.9,1,1,2114
6.84,2.02,0.33,306,2006,560.7,19.6,1,1,5238
6.18,2.58,0.1,201,3018,459.4,23.7,1,0,1915
6.79,2.71,0.44,102,3011,339.3,18.8,1,1,1848
6.12,4.13,0.15,201,3011,378.3,19.4,1,1,2241
6.25,2.84,0.13,201,3002,461.3,21.4,1,1,2085
5.5,3.63,0.23,203,5002,636.8,21.2,1,1,3328
6.85,2.71,0.33,202,4002,538.0,12.3,1,1,3532
6.57,1.64,0.93,204,1005,452.3,12.1,0,1,285
6.62,1.57,0.51,204,1011,347.6,11.8,1,1,688
7.07,1.38,0.76,402,7011,285.8,10.4,0,0,155
7.76,1.5,0.57,301,1005,333.0,12.2,0,1,303
7.14,1.84,0.41,101,7004,415.9,11.2,0,1,177
7.77,2.04,0.67,204,1002,377.3,10.3,1,1,732
6.53,3.26,0.35,201,3012,291.1,20.7,1,1,2160
7.88,2.63,0.7,301,2003,481.0,18.5,1,1,5517
7.88,2.23,0.22,202,2003,683.5,20.3,1,1,5386
6.48,4.48,0.26,204,3004,317.8,23.0,1,1,5646
7.81,2.78,0.26,301,2010,649.0,14.9,1,1,5666
6.38,3.49,0.17,102,3004,258.8,22.4,1,1,6031
7.22,3.36,0.13,201,5002,707.7,21.3,1,1,3370
5.88,2.01,0.28,201,4012,840.8,13.9,1,1,3022
6.89,1.6,0.64,301,1012,311.7,11.9,0,1,296
7.01,4.34,0.48,204,3004,277.8,24.1,1,0,4842
6.93,4.29,0.28,102,3006,398.6,20.4,1,1,5789
7.15,2.55,0.29,203,4013,879.3,12.1,1,1,3372
7.21,2.49,0.32,306,2002,461.1,19.5,0,1,4914
7.24,2.74,0.28,202,2005,695.1,17.9,1,1,5208
6.93,2.2,0.76,202,2001,649.6,20.6,1,1,387
7.56,1.97,0.94,204,1003,506.8,10.6,0,1,307
6.84,1.3,0.32,204,1005,534.7,13.4,0,1,324
6.11,3.73,0.29,201,4003,638.3,14.4,0,1,3316
7.35,2.53,0.59,202,2010,691.0,20.6,1,0,4691
6.02,3.15,0.36,202,4014,772.3,14.7,1,1,3557
6.72,2.29,0.3,203,4005,870.6,14.0,1,1,3213
6.6,1.92,0.77,202,8004,342.9,10.4,1,1,1044
6.72,1.89,0.56,202,8002,401.4,13.6,0,0,936
7.15,3.46,0.63,202,2004,591.6,15.5,1,1,5775
7.71,3.03,0.65,202,2007,501.5,21.7,1,1,5660
6.12,3.24,0.4,102,3008,340.1,19.5,1,1,2153
6.77,2.92,0.18,201,6003,1081.6,11.7,1,1,330
7.61,1.66,0.75,402,7010,306.2,10.7,1,1,168
7.24,2.88,0.32,201,4007,503.4,14.2,1,1,3543
7.14,2.42,0.68,306,2009,533.9,16.5,1,1,4750
8.19,1.47,0.79,101,7012,292.2,14.6,1,1,170
6.48,1.7,0.38,201,3005,327.5,24.5,1,0,4536
6.99,1.49,0.88,301,1006,323.5,12.9,1,1,661
7.55,1.73,1.0,202,1009,532.4,10.8,0,1,303
7.23,3.4,0.13,201,4001,749.2,12.7,1,1,3719
6.88,3.8,0.35,201,3015,425.7,24.9,1,1,2027
6.82,3.68,0.46,201,3016,361.9,25.1,1,1,1992
6.73,1.48,0.41,301,1004,412.1,11.8,0,1,304
6.51,3.06,0.39,202,4010,839.8,13.4,1,1,3230
6.01,3.32,0.14,204,3002,468.1,24.2,1,1,1966
6.15,3.74,0.17,202,6001,1058.4,11.5,1,1,372
6.96,3.28,0.24,204,3016,408.6,22.5,1,1,2141
6.17,3.91,0.14,102,3009,274.2,22.8,1,1,2256
6.67,1.36,0.96,202,1004,399.9,13.5,0,1,295
7.07,1.46,0.33,202,8003,258.2,12.0,0,0,919
6.05,3.45,0.31,201,4012,883.4,12.1,1,1,3321
6.1,2.35,0.33,203,5002,618.5,22.6,1,1,3280
7.04,1.45,0.76,202,8002,378.4,12.3,0,1,947
7.49,1.21,0.49,202,8002,319.5,11.3,0,1,940
7.57,3.41,0.44,301,2005,455.1,16.9,1,1,5431
6.82,3.72,0.14,203,4001,807.1,13.9,1,1,3826
6.95,3.21,0.18,201,4014,535.7,15.5,1,1,3441
6.59,3.77,0.33,102,3017,295.1,23.8,1,1,2016
7.41,2.86,0.39,301,2010,599.8,22.0,1,1,5560
7.18,1.58,0.79,301,1005,413.7,10.7,0,0,262
6.63,1.09,0.78,202,8004,361.4,15.0,1,1,925
8.16,1.25,0.69,402,6002,228.7,22.8,0,1,140
6.53,1.69,0.97,202,8003,304.5,11.6,0,1,997
7.5,1.93,0.84,202,8003,260.1,15.7,1,1,1003
6.61,1.95,1.12,202,1008,485.1,12.9,1,1,693
5.65,2.83,0.38,201,4012,585.1,13.4,1,1,3229
6.18,2.73,0.28,201,3003,260.0,21.6,1,1,2034
6.77,3.04,0.19,201,3001,255.7,21.1,1,0,5043
6.82,1.5,0.45,204,1007,490.7,12.0,0,1,305
7.95,1.98,0.95,101,7001,439.9,12.0,0,1,190
7.47,2.24,0.77,301,1006,352.6,13.1,0,1,300
6.93,4.23,0.12,102,3008,254.4,20.0,1,1,2086
7.84,2.57,0.22,202,2001,631.3,18.8,1,1,381
7.65,3.41,0.53,306,2006,562.5,17.9,1,1,5311
7.89,2.77,0.54,306,2003,525.4,21.7,1,1,5476
7.2,2.92,0.12,202,4006,760.7,15.7,1,1,3221
7.05,1.68,0.64,202,8004,296.1,14.5,1,1,996
6.13,2.67,0.28,202,5001,579.7,19.1,1,1,3329
6.6,3.01,0.1,203,4006,588.2,13.6,1,1,3219
6.15,3.32,0.19,204,3002,492.1,25.2,1,1,2010
7.81,1.48,0.4,402,7001,392.0,15.0,1,1,183
7.74,3.29,0.27,306,2002,517.9,21.6,1,1,5506
6.91,3.42,0.31,201,3010,309.1,22.2,1,0,1831
7.13,1.52,0.22,101,7004,412.9,15.8,0,1,179
7.78,1.06,0.65,402,7012,418.1,14.9,1,0,159
6.76,3.71,0.33,204,3015,392.1,25.9,1,1,2179
7.05,0.99,0.37,202,8003,296.2,14.9,0,1,970
7.32,3.7,0.25,203,4011,792.2,12.8,1,1,3511
7.77,1.08,0.78,402,7005,273.2,15.2,0,1,176
6.12,3.46,0.29,202,4009,556.5,12.3,1,1,3364
6.63,3.54,0.32,203,5003,817.1,21.4,1,1,3463
6.17,2.04,0.34,202,4006,657.3,12.2,1,1,3174
6.43,2.65,0.28,204,3006,312.7,25.9,1,1,5168
7.17,3.27,0.17,202,5004,509.8,20.3,0,0,2902
6.46,3.14,0.3,202,6005,1172.2,14.5,1,1,356
7.58,2.12,0.31,306,2004,564.0,20.2,0,1,4821
6.3,3.21,0.19,102,3008,287.5,23.6,1,1,2012
7.25,1.46,0.21,402,7006,318.3,13.2,1,1,195
6.77,2.8,0.43,204,3002,433.8,20.3,1,1,2136
7.4,1.26,0.77,202,1010,492.5,11.2,0,1,286
7.03,3.78,0.14,201,3011,314.4,20.7,1,0,1840
7.06,2.87,0.45,202,2010,584.0,17.5,1,1,5073
6.99,3.37,0.73,301,2003,485.6,20.3,1,1,5582
6.2,3.95,0.16,203,5001,684.6,19.4,1,1,3448
6.84,1.49,0.68,301,1012,418.8,11.7,1,1,645
6.76,4.0,0.38,201,5001,812.5,21.5,1,1,3455
7.21,3.12,0.34,301,2009,651.0,21.0,1,1,5191
6.91,1.9,0.31,202,8002,361.7,12.4,0,1,1036
7.18,1.71,0.6,204,1001,526.5,10.5,0,1,321
7.07,3.83,0.32,203,4004,687.6,13.5,1,1,3441
5.8,2.49,0.26,201,4015,838.0,14.7,1,1,3498
6.25,3.14,0.32,201,3010,473.7,20.5,1,1,2109
7.44,1.8,0.96,202,8004,332.0,13.8,0,1,893
8.26,1.29,0.38,402,7012,267.5,11.3,1,1,178
6.64,1.25,0.47,301,1003,432.7,13.9,1,1,619
7.46,2.84,0.22,202,2004,591.4,20.1,1,1,5141
8.28,0.86,0.5,101,7002,302.7,13.2,0,1,178
6.24,2.61,0.24,203,4015,767.8,12.5,1,1,3496
7.28,1.3,0.73,101,7003,446.4,13.6,0,1,174
6.87,3.13,0.46,102,3012,455.3,20.5,1,1,2038
6.94,1.87,0.63,202,8003,397.0,14.7,0,1,938
7.06,2.42,0.21,306,2006,631.3,18.5,1,1,5022
7.02,3.73,0.29,102,3006,432.5,19.6,1,0,5174
6.1,3.94,0.23,204,3004,251.8,19.4,1,1,6144
6.66,3.53,0.13,203,4011,857.2,12.8,1,1,3596
7.51,2.21,0.63,301,2010,512.6,19.1,1,1,4816
7.09,1.79,0.34,201,3005,437.2,20.1,1,1,5184
7.25,3.69,0.12,203,5001,553.2,20.8,1,1,3764
6.85,3.7,0.13,202,6004,826.0,14.7,1,1,353
6.61,2.51,0.33,201,6003,900.6,13.9,0,1,340
6.26,3.48,0.28,202,5004,768.2,20.7,1,1,3465
6.11,3.34,0.39,203,4008,774.1,13.9,0,1,3385
7.17,3.04,0.28,203,4010,607.4,13.9,0,1,3245
7.77,1.38,0.43,101,7011,304.3,12.7,0,1,173
6.55,1.86,0.69,202,8002,407.1,13.3,0,0,868
8.07,0.93,0.36,101,7002,325.5,13.3,0,1,169
6.73,2.22,0.39,201,4012,743.1,14.5,1,1,3214
6.64,1.75,0.87,204,1012,522.0,13.8,0,0,261
6.31,3.96,0.15,201,4007,699.8,12.6,0,1,3601
7.86,3.4,0.23,306,2004,588.3,19.0,0,1,5541
6.53,3.44,0.42,102,3008,432.9,24.2,1,0,1765
7.92,0.82,0.4,402,7004,328.1,15.6,1,1,170
7.07,1.56,0.21,101,7010,345.0,14.5,0,1,178
7.74,2.06,0.48,301,1002,502.2,10.5,0,1,328
6.53,2.96,0.14,102,3014,459.0,20.4,1,1,2077
5.22,2.51,0.22,202,4016,1578.1,13.7,1,1,3447
7.44,1.68,0.85,101,7005,442.5,11.7,1,1,180
6.32,2.92,0.14,203,4001,840.6,15.6,0,1,3366
6.29,4.23,0.11,201,3014,386.4,19.9,1,1,2176
7.75,1.28,0.95,402,7006,295.1,15.1,0,1,179
8.13,1.78,0.79,101,7004,277.2,10.2,1,1,175
6.69,2.1,0.28,201,4004,783.9,13.3,1,1,3029
5.58,3.47,0.32,202,4002,804.0,13.7,0,1,3577
6.7,1.96,0.93,301,1011,413.7,12.9,0,1,315
5.54,3.1,0.37,201,4010,664.0,15.2,1,1,3269
7.5,1.56,0.39,402,7005,268.1,10.7,0,1,179
6.0,3.19,0.25,201,3003,410.2,20.7,1,0,1776
6.11,3.52,0.29,203,4010,785.9,14.6,1,1,3323
6.6,3.23,0.18,204,3002,441.8,22.4,1,1,2187
7.63,3.32,0.29,301,2001,614.1,17.8,1,1,388
6.93,2.47,0.27,201,3005,483.3,23.9,1,1,5563
7.41,1.64,0.6,402,7004,260.2,14.0,0,1,188
7.12,2.1,0.35,203,4012,859.1,12.7,0,1,3431
6.51,2.79,0.25,201,6004,792.9,14.9,1,1,315
6.56,4.31,0.21,201,3004,355.9,22.3,1,1,5803
7.21,3.61,0.11,202,4014,734.4,16.0,0,1,3814
6.72,2.82,0.12,203,4005,896.6,13.3,1,1,3624
7.57,0.97,0.2,402,7009,303.9,15.0,0,1,173
6.87,2.24,0.47,201,3005,438.5,21.7,1,1,4892
8.14,1.42,0.35,101,7008,410.8,11.9,0,1,173
7.46,1.47,0.92,202,1010,521.4,11.3,0,1,288
7.38,2.07,0.78,204,1007,348.0,12.2,1,1,697
6.72,4.37,0.22,201,3004,269.2,19.4,1,1,6259
6.23,3.15,0.22,102,3001,255.8,22.9,1,1,5634
7.04,1.17,0.55,202,8004,253.8,12.3,0,0,888
6.55,2.27,0.86,202,1002,394.3,11.4,1,1,694
7.64,2.51,0.22,202,2009,649.0,14.5,1,1,5043
6.42,2.51,0.11,201,4012,841.6,15.9,1,1,3347
6.41,2.45,0.11,201,4005,714.5,13.2,1,1,3359
6.22,3.78,0.14,204,3011,382.6,25.1,1,1,2172
5.95,3.2,0.3,203,4007,642.8,14.8,1,1,3484
6.82,3.46,0.61,301,2008,687.2,21.3,1,1,5085
7.01,1.73,0.91,301,1011,506.6,10.7,0,1,281
7.61,3.19,0.26,306,2011,474.9,14.4,1,1,5200
7.52,2.21,0.56,202,1002,383.2,12.3,0,0,286
6.44,4.26,0.13,204,3008,390.7,23.4,1,1,2338
7.42,1.03,0.65,101,7011,377.0,12.3,1,1,183
5.67,3.23,0.21,202,5001,651.5,22.6,1,1,3542
7.44,2.31,0.53,202,2009,571.5,20.6,0,1,5357
7.23,3.31,0.35,203,4006,785.1,15.0,1,1,3232
7.01,1.57,1.18,301,1012,494.1,10.7,0,1,293
7.63,2.6,0.24,202,2004,650.1,17.6,1,1,5508
7.13,1.06,0.72,402,7005,263.9,13.7,0,1,171
5.59,2.6,0.24,202,4012,894.5,13.3,1,1,3537
6.83,3.55,0.15,202,4011,696.9,14.3,1,1,3678
6.55,2.31,0.18,203,4001,549.2,15.6,1,1,3492
6.31,2.81,0.34,201,5003,683.6,19.1,1,1,3426
7.32,3.31,0.24,203,5003,772.7,21.7,1,1,3330
7.91,2.38,0.57,306,2009,486.4,14.8,1,1,5162
6.85,2.66,0.36,204,3017,286.3,21.2,1,1,1999
7.77,1.37,0.41,202,1004,502.4,12.5,1,1,714
6.76,1.73,0.42,202,1009,401.4,12.0,1,1,727
7.38,3.37,0.2,301,2005,467.5,14.1,1,1,5443
7.0,1.55,0.31,301,1008,370.9,11.4,1,0,632
5.97,3.45,0.21,202,4005,514.7,15.1,1,1,3304
7.31,1.08,0.24,101,7010,260.8,15.7,0,1,178
7.88,1.35,0.44,402,7005,285.6,15.5,0,1,175
7.05,1.35,0.92,101,7004,317.9,14.5,1,1,164
6.09,2.45,0.29,201,6003,959.4,12.3,1,1,348
6.99,2.53,0.25,201,3016,269.3,22.8,1,1,2108
6.83,3.97,0.17,204,3016,398.6,23.0,1,1,2086
7.42,2.2,0.34,202,4013,730.3,13.8,0,1,3087
6.32,3.12,0.16,201,6004,1151.9,12.0,1,0,325
5.6,3.01,0.3,203,4015,628.2,15.1,1,1,3375
6.26,3.34,0.29,102,3002,334.3,22.6,1,1,2066
7.17,2.21,0.42,301,1003,425.0,12.4,1,1,734
6.13,3.71,0.16,201,3007,316.9,21.0,1,1,5636
7.84,3.01,0.46,202,2007,571.9,14.7,1,1,5307
7.34,3.39,0.45,306,2009,530.1,18.4,1,1,5285
7.44,1.25,0.51,101,7012,364.6,11.6,1,1,176
7.26,2.13,0.49,204,1009,310.5,11.3,0,1,330
7.61,1.78,0.64,202,1008,302.6,12.6,1,1,714
7.75,0.93,0.71,402,7001,357.7,14.7,1,1,169
6.31,3.33,0.34,201,6003,927.1,13.3,0,1,354
6.31,4.44,0.35,204,3002,451.7,22.1,1,1,2254
5.57,2.79,0.37,203,4004,602.2,14.1,1,1,3372
7.68,0.81,0.25,402,7004,407.6,14.6,0,1,177
6.6,4.1,0.35,201,3003,366.8,18.2,1,1,2216
6.5,3.99,0.29,201,3002,465.3,18.0,1,1,2113
5.58,3.59,0.4,201,4003,812.9,12.4,1,1,3372
7.23,2.88,0.25,201,4006,635.6,12.0,1,1,3315
7.58,0.84,0.69,402,7007,339.8,11.4,0,1,180
